"PPG_Item_No","PPG_Cat","PPG_Item","MFG","Market","Retailer","Model_flag","PPG_Brand"
"ITEM1096DDPURINAONEML","Dry Dog","DD PURINA ONE ML 03LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1099DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 18.5-20LB","NPP","ROM","CVS Total Corp WO HI",2,"Dog Chow Line"
"ITEM109CTFRISKIESPARTYMIXCR","Cat Treats","CT FRISKIES PARTY MIX CR 20OZ 2CT","NPP","ROM","CVS Total Corp WO HI",1,"Friskies"
"ITEM10CWFRISKIES","Wet Cat","CW FRISKIES 05.5OZ 12CT","NPP","Retailer","CVS Total Corp WO HI",2,"Friskies"
"ITEM10CWFRISKIES","Wet Cat","CW FRISKIES 05.5OZ 12CT","NPP","ROM","CVS Total Corp WO HI",2,"Friskies"
"ITEM10DELICAT","Dry Cat","DC DELI CAT 03.5LB","NPP","Retailer","CVS Total Corp WO HI",0,"Nppc Brand Group Rem"
"ITEM1108DDALPO","Dry Dog","DD ALPO 04LB","NPP","ROM","CVS Total Corp WO HI",1,"Alpo"
"ITEM110CTFRISKIESPARTYMIXCR","Cat Treats","CT FRISKIES PARTY MIX/NAT YUM CR 30OZ","NPP","ROM","CVS Total Corp WO HI",2,"Friskies"
"ITEM11208CTFANCYFEASTSAVORYCRAVINGS","Cat Treats","CT FANCY FEAST SAVORY CRAVINGS 3OZ","NPP","ROM","CVS Total Corp WO HI",1,"Fancy Feast"
"ITEM1120CTDENTALIFEDNT","Cat Treats","CT DENTALIFE DNT 19OZ","NPP","ROM","CVS Total Corp WO HI",1,"Dentalife"
"ITEM11212CTCNPCR","Cat Treats","CT C&P CR 02OZ","NPP","ROM","CVS Total Corp WO HI",1,"A/O Brand"
"ITEM11228CTKITKABOODLECR","Cat Treats","CT KIT KABOODLE CR 04OZ","NPP","ROM","CVS Total Corp WO HI",1,"Kit & Kaboodle"
"ITEM11229CTKITKABOODLECR","Cat Treats","CT KIT KABOODLE CR 09OZ","NPP","ROM","CVS Total Corp WO HI",1,"Kit & Kaboodle"
"ITEM11230CTKITKABOODLECR","Cat Treats","CT KIT KABOODLE CR 02.4OZ","NPP","ROM","CVS Total Corp WO HI",1,"Kit & Kaboodle"
"ITEM1123DTPIONEERWOMANCR","Dog Treats","DT PIONEER WOMAN CR 09OZ","NPP","ROM","CVS Total Corp WO HI",1,"Pioneer Woman"
"ITEM1124DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 13.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1124DTPIONEERWOMANMT","Dog Treats","DT PIONEER WOMAN MT 16OZ","NPP","ROM","CVS Total Corp WO HI",1,"Pioneer Woman"
"ITEM11258CTWHISKERLICKINSAO","Cat Treats","CT WHISKER LICKINS AO","NPP","ROM","CVS Total Corp WO HI",1,"Whisker Lickins"
"ITEM1125DTPIONEERWOMANMT","Dog Treats","DT PIONEER WOMAN MT 30OZ","NPP","ROM","CVS Total Corp WO HI",1,"Pioneer Woman"
"ITEM1126DTPIONEERWOMANMT","Dog Treats","DT PIONEER WOMAN MT 05OZ","NPP","ROM","CVS Total Corp WO HI",1,"Pioneer Woman"
"ITEM1128DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 27.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1128DTPRIMEBONESCW","Dog Treats","DT PRIME BONES CW 21-22.8OZ","NPP","ROM","CVS Total Corp WO HI",1,"Prime"
"ITEM1129DTPRIMEBONESCW","Dog Treats","DT PRIME BONES CW 02.4OZ","NPP","ROM","CVS Total Corp WO HI",1,"Prime"
"ITEM1130DTPRIMEBONESCW","Dog Treats","DT PRIME BONES CW 39.7OZ","NPP","ROM","CVS Total Corp WO HI",1,"Prime"
"ITEM1144CTWHISKERLICKINSCR","Cat Treats","CT WHISKER LICKINS CR 01.7OZ","NPP","ROM","CVS Total Corp WO HI",1,"Whisker Lickins"
"ITEM1145CTFANCYFEASTPUREFLAKED","Cat Treats","CT FANCY FEAST PURE FLAKED 01.06OZ","NPP","ROM","CVS Total Corp WO HI",1,"Fancy Feast"
"ITEM1145DTPUPPYCHOWMT","Dog Treats","DT PUPPY CHOW MT 24OZ","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1146DTPUPPYCHOWMT","Dog Treats","DT PUPPY CHOW MT 07OZ","NPP","ROM","CVS Total Corp WO HI",2,"Dog Chow Line"
"ITEM1147DTPURINAONETRUEINSTMT","Dog Treats","DT PURINA ONE TRUE INST MT 07OZ","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1148DTPURINAONETRUEINSTMT","Dog Treats","DT PURINA ONE TRUE INST MT 20OZ","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1149DDBELLA","Dry Dog","DD BELLA 03LB","NPP","ROM","CVS Total Corp WO HI",1,"Bella"
"ITEM1150DDPURINAONETRUINSTGF","Dry Dog","DD PURINA ONE TRU INST GF 12.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1151DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 12LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1153DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 57LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1157DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 14LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1162DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 40LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1164DDMOISTANDMEATY","Dry Dog","DD MOIST AND MEATY 036OZ","NPP","ROM","CVS Total Corp WO HI",1,"Moist & Meaty"
"ITEM1165DDALPO","Dry Dog","DD ALPO 14LB","NPP","ROM","CVS Total Corp WO HI",1,"Alpo"
"ITEM1172CTFANCYFEASTSAVORYCRAVINGS","Cat Treats","CT FANCY FEAST SAVORY CRAVINGS 01OZ","NPP","ROM","CVS Total Corp WO HI",2,"Fancy Feast"
"ITEM1172DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 15LB","NPP","ROM","CVS Total Corp WO HI",2,"Purina One"
"ITEM1181DDMOISTANDMEATY","Dry Dog","DD MOIST AND MEATY 360OZ","NPP","ROM","CVS Total Corp WO HI",1,"Moist & Meaty"
"ITEM1183DDBENEFUL","Dry Dog","DD BENEFUL 48LB","NPP","ROM","CVS Total Corp WO HI",1,"Beneful"
"ITEM1184DDPURINAONETRUINST","Dry Dog","DD PURINA ONE TRU INST 36LB","NPP","ROM","CVS Total Corp WO HI",2,"Purina One"
"ITEM1194DDPURINAONEML","Dry Dog","DD PURINA ONE ML 40LB","NPP","ROM","CVS Total Corp WO HI",2,"Purina One"
"ITEM1196DDPURINAONEML","Dry Dog","DD PURINA ONE ML 44LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM11BENEFUL","Wet Dog","DW BENEFUL 10OZ","NPP","Retailer","CVS Total Corp WO HI",1,"Beneful"
"ITEM11BENEFUL","Wet Dog","DW BENEFUL 10OZ","NPP","ROM","CVS Total Corp WO HI",2,"Beneful"
"ITEM11CWFRISKIES","Wet Cat","CW FRISKIES 03OZ 12CT","NPP","Retailer","CVS Total Corp WO HI",1,"Friskies"
"ITEM11CWFRISKIES","Wet Cat","CW FRISKIES 03OZ 12CT","NPP","ROM","CVS Total Corp WO HI",1,"Friskies"
"ITEM1201DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 15LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1203CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 20LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1214TIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 14LB","NPP","Retailer","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1214TIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 14LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1218CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 25LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1224DDPURINAONETRUINSTHIPRO","Dry Dog","DD PURINA ONE TRU INST HI-PRO 27.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1225DDPURINAONETRUINSTHIPRO","Dry Dog","DD PURINA ONE TRU INST HI-PRO 15LB","NPP","ROM","CVS Total Corp WO HI",2,"Purina One"
"ITEM1239DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 16.5LB","NPP","ROM","CVS Total Corp WO HI",2,"Purina One"
"ITEM1240DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 07.4-8LB","NPP","ROM","CVS Total Corp WO HI",2,"Purina One"
"ITEM1240TIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 10LB","NPP","Retailer","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1240TIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 10LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1242DDPURINAONEMLTRGTD","Dry Dog","DD PURINA ONE ML TRGTD 31.1LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1252DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 20LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1253DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 03.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1263DDPURINAONEMLPUPPY","Dry Dog","DD PURINA ONE ML PUPPY 03LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1266DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 06LB","NPP","ROM","CVS Total Corp WO HI",1,"Beyond"
"ITEM1267DDMERRICKBACKCOUNTRY","Dry Dog","DD MERRICK BACKCOUNTRY 20LB","NPP","ROM","CVS Total Corp WO HI",1,"Merrick"
"ITEM1274DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 13LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1275DDMERRICKBACKCOUNTRY","Dry Dog","DD MERRICK BACKCOUNTRY 10LB","NPP","ROM","CVS Total Corp WO HI",1,"Merrick"
"ITEM1277DDPROPLANDEVPUPPY","Dry Dog","DD PRO PLAN DEV PUPPY 04-6LB","NPP","ROM","CVS Total Corp WO HI",1,"Pro Plan"
"ITEM1278DDPROPLANDEVPUPPY","Dry Dog","DD PRO PLAN DEV PUPPY 16-18LB","NPP","ROM","CVS Total Corp WO HI",1,"Pro Plan"
"ITEM1287DTTREKKERSMT","Dog Treats","DT TREKKERS MT 05OZ","NPP","ROM","CVS Total Corp WO HI",1,"Trekker's"
"ITEM12PURINAONE","Wet Dog","DW PURINA ONE 13OZ","NPP","Retailer","CVS Total Corp WO HI",2,"Purina One"
"ITEM12PURINAONE","Wet Dog","DW PURINA ONE 13OZ","NPP","ROM","CVS Total Corp WO HI",2,"Purina One"
"ITEM1310DTZUKESHIPACTIONMT","Dog Treats","DT ZUKES HIP ACTION MT 06OZ","NPP","ROM","CVS Total Corp WO HI",1,"Zuke's"
"ITEM1312DTZUKESMININTRLSMT","Dog Treats","DT ZUKES MINI NTRLS MT 16OZ","NPP","ROM","CVS Total Corp WO HI",1,"Zuke's"
"ITEM1313DTZUKESMININTRLSMT","Dog Treats","DT ZUKES MINI NTRLS MT 06OZ","NPP","ROM","CVS Total Corp WO HI",1,"Zuke's"
"ITEM1342DDPURINAONETRUINSTBNB","Dry Dog","DD PURINA ONE TRU INST B&B 15LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1345CLSCAMPNONCLUMP","Litter","CL SCAMP NON-CLUMP 25LB","NPP","ROM","CVS Total Corp WO HI",1,"Nppc Brand Group Rem"
"ITEM1347DDPURINAONETRUINSTBNB","Dry Dog","DD PURINA ONE TRU INST B&B 27.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Purina One"
"ITEM1353CLTIDYCATSCLUMPNONLWBOX","Litter","CL TIDY CATS CLUMP NON-LW BOX 23LB - BOX","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1354CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 20LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1355CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 40LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1356CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 30LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1357CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 50LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1358CLTIDYCATSNONCLUMP","Litter","CL TIDY CATS NON-CLUMP 52LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1359CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 40LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1361CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 35LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1362CLTIDYCATSCLUMPNONLWECOM","Litter","CL TIDY CATS CLUMP NON-LW BAG ECOM 40LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1363CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 20LB 2PK","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1364CLTIDYCATSCLUMPNONLWPAIL","Litter","CL TIDY CATS CLUMP NON-LW PAIL 38LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1365CLTIDYCATSCLUMPNONLW","Litter","CL TIDY CATS CLUMP NON-LW 10LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1367CLTIDYCATSBREEZEPELLETS","Litter","CL TIDY CATS BREEZE PELLETS 03.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1368CLTIDYCATSBREEZEENHANCEDPELLETS","Litter","CL TIDY CATS BREEZE ENHANCED PELLETS 03.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1370CLTIDYCATSBREEZESTARTERORIGINAL","Litter","CL TIDY CATS BREEZE STARTER ORIGINAL","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1371CLTIDYCATSBREEZESTARTERHOOD","Litter","CL TIDY CATS BREEZE STARTER HOOD","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1372CLTIDYCATSBREEZEPADS","Litter","CL TIDY CATS BREEZE PADS 10CT","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1373CLTIDYCATSBREEZEPADS","Litter","CL TIDY CATS BREEZE PADS 04CT","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1374CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 19.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1375CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 17LB - PAIL","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1376CLTIDYCATSCLUMPLW","Litter","CL TIDY CATS CLUMP LW 08.5LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1378CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG NON-CLUMP 35LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1379CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG NON-CLUMP 20LB","NPP","ROM","CVS Total Corp WO HI",2,"Tidy Cats"
"ITEM1380CLTIDYCATSNATSTRGNONCLUMP","Litter","CL TIDY CATS NAT STRG CLUMP 14LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1381CLTIDYCATSPURENATUREALT","Litter","CL TIDY CATS PURE NATURE ALT 12LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1382CLTIDYCATSPURENATUREALT","Litter","CL TIDY CATS PURE NATURE ALT 07.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Tidy Cats"
"ITEM1383CLYESTERDAYSNEWSALT","Litter","CL YESTERDAYS NEWS ALT 13.2LB","NPP","ROM","CVS Total Corp WO HI",1,"Yesterday's News"
"ITEM1384CLYESTERDAYSNEWSALT","Litter","CL YESTERDAYS NEWS ALT 15LB","NPP","ROM","CVS Total Corp WO HI",1,"Yesterday's News"
"ITEM1388CLYESTERDAYSNEWALT","Litter","CL YESTERDAYS NEW ALT 10LB","NPP","ROM","CVS Total Corp WO HI",1,"Yesterday's News"
"ITEM1389CLYESTERDAYSNEWALT","Litter","CL YESTERDAYS NEW ALT 20LB","NPP","ROM","CVS Total Corp WO HI",1,"Yesterday's News"
"ITEM13CWFANCYFEASTML","Wet Cat","CW FANCY FEAST ML 03OZ 12CT","NPP","Retailer","CVS Total Corp WO HI",1,"Fancy Feast"
"ITEM13CWFANCYFEASTML","Wet Cat","CW FANCY FEAST ML 03OZ 12CT","NPP","ROM","CVS Total Corp WO HI",2,"Fancy Feast"
"ITEM13FRISKIESML","Dry Cat","DC AO PREMIUM","NPP","Retailer","CVS Total Corp WO HI",0,"Friskies"
"ITEM13FRISKIESML","Dry Cat","DC AO PREMIUM","NPP","ROM","CVS Total Corp WO HI",1,"Friskies"
"ITEM1427DDDOGCHOWHIPROTEIN","Dry Dog","DD DOG CHOW HI PROTEIN 48LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1428DDBENEFUL","Dry Dog","DD BENEFUL 28LB","NPP","ROM","CVS Total Corp WO HI",1,"Beneful"
"ITEM1430DDALPO","Dry Dog","DD ALPO 28-31LB","NPP","ROM","CVS Total Corp WO HI",1,"Alpo"
"ITEM1431DDALPO","Dry Dog","DD ALPO 47-50LB","NPP","ROM","CVS Total Corp WO HI",1,"Alpo"
"ITEM1432DDALPO","Dry Dog","DD ALPO 15LB","NPP","ROM","CVS Total Corp WO HI",1,"Alpo"
"ITEM1433DDALPO","Dry Dog","DD ALPO 17.6LB","NPP","ROM","CVS Total Corp WO HI",1,"Alpo"
"ITEM1435DDBENEFULPREMIUM","Dry Dog","DD BENEFUL PREMIUM 03.3-4.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Beneful"
"ITEM1436DDBENEFUL","Dry Dog","DD BENEFUL 14LB","NPP","Retailer","CVS Total Corp WO HI",1,"Beneful"
"ITEM1436DDBENEFUL","Dry Dog","DD BENEFUL 14LB","NPP","ROM","CVS Total Corp WO HI",2,"Beneful"
"ITEM1437DDBENEFUL","Dry Dog","DD BENEFUL 40LB","NPP","ROM","CVS Total Corp WO HI",2,"Beneful"
"ITEM1438DDBENEFUL","Dry Dog","DD BENEFUL 06.3LB","NPP","ROM","CVS Total Corp WO HI",1,"Beneful"
"ITEM1441DDBEYONDPUPPY","Dry Dog","DD BEYOND PUPPY 03LB","NPP","ROM","CVS Total Corp WO HI",1,"Beyond"
"ITEM1442DWBEYONDBEEFJERKYBOOST","Dry Dog","DW BEYOND BEEF JERKY BOOST 05OZ","NPP","ROM","CVS Total Corp WO HI",1,"Beyond"
"ITEM1443DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 13LB","NPP","ROM","CVS Total Corp WO HI",1,"Beyond"
"ITEM1444DDBEYONDORGANIC","Dry Dog","DD BEYOND ORGANIC 03LB","NPP","ROM","CVS Total Corp WO HI",1,"Beyond"
"ITEM1445DDBEYONDSMP","Dry Dog","DD BEYOND SMP9 24LB","NPP","ROM","CVS Total Corp WO HI",1,"Beyond"
"ITEM1446DDBEYONDSMBRDSPRFOOD","Dry Dog","DD BEYOND SM-BRD/SPR FOOD 14.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Beyond"
"ITEM1461DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 10LB","NPP","ROM","CVS Total Corp WO HI",1,"A/O Brand"
"ITEM1462DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 04LB","NPP","ROM","CVS Total Corp WO HI",1,"A/O Brand"
"ITEM1463DDCNPORGANIX","Dry Dog","DD C&P ORGANIX 18LB","NPP","ROM","CVS Total Corp WO HI",1,"A/O Brand"
"ITEM1464DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 10LB","NPP","ROM","CVS Total Corp WO HI",1,"A/O Brand"
"ITEM1465DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 04LB","NPP","ROM","CVS Total Corp WO HI",1,"A/O Brand"
"ITEM1466DDCNPPRISTINE","Dry Dog","DD C&P PRISTINE 18LB","NPP","ROM","CVS Total Corp WO HI",1,"A/O Brand"
"ITEM1474DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 33.6-36LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1476DDDOGCHOWGREENBG","Dry Dog","DD DOG CHOW GREEN BG 46-48LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1477DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 03.5LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1478DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 32-36LB","NPP","ROM","CVS Total Corp WO HI",1,"Dog Chow Line"
"ITEM1479DDDOGCHOWLX","Dry Dog","DD DOG CHOW LX 04LB","NPP","ROM","CVS Total Corp WO HI",2,"Dog Chow Line"
"ITEM1537DDMERRICKGRFR","Dry Dog","DD MERRICK GR FR 22LB","NPP","ROM","CVS Total Corp WO HI",1,"Merrick"
