"PPG_Item","Category","Market","Retailer","Brand","Display_Spend","Feature_Spend"
"DC KIT KABOODLE 11LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"CL TIDY CATS NON-CLUMP 50LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DC KIT KABOODLE 13LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DC KIT KABOODLE 13LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE ACTIVEFRESH DT 16.9OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CL TIDY CATS NON-CLUMP 52LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DC KIT KABOODLE 16LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DC KIT KABOODLE 16LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CL TIDY CATS CLUMP NON-LW 40LB","Litter","Retailer","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS CLUMP NON-LW 40LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DC KIT KABOODLE 03.2LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DC KIT KABOODLE 03.2LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CL TIDY CATS CLUMP NON-LW 27-28LB","Litter","Retailer","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DC KIT KABOODLE 0.75-1.1LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE ACTIVEFRESH DT 01.1OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 01.1OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CL TIDY CATS CLUMP NON-LW 35LB","Litter","Retailer","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS CLUMP NON-LW 35LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DC KIT KABOODLE 30LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DC KIT KABOODLE 30LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE ACTIVEFRESH DT 15.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CW BEYOND ORGANIC 03OZ 6CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND GR FR 11LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND GR FR 11LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DT ALPO VARIETY SNAPS CR 128OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BENEFUL 03OZ 12CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DW BENEFUL 03OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"CL TIDY CATS CLUMP NON-LW BAG ECOM 40LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DC KIT KABOODLE 38LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE DT 17.1-20.7OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Dentalife",0,0
"DT DENTALIFE DT 17.1-20.7OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CL TIDY CATS CLUMP NON-LW 20LB 2PK","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW PRO PLAN ESSENTIAL 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC KIT KABOODLE 24LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE DT 06.8-7.8OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Dentalife",0,0
"DT DENTALIFE DT 06.8-7.8OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CL TIDY CATS CLUMP NON-LW PAIL 38LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW PRO PLAN ESSENTIAL 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC KIT KABOODLE 35LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Kit & Kaboodle",0,0
"DT DENTALIFE DT 02.1OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CL TIDY CATS CLUMP NON-LW 10LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW PRO PLAN SPECIALIZED 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DT DENTALIFE DT 28.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Dentalife",0,0
"CW PRO PLAN SPECIALIZED 03OZ 24CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DW MERRICK GR FR 12.7OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"CL TIDY CATS BREEZE PELLETS 03.5LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW FANCY FEAST PURELY 02OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CW FANCY FEAST PURELY 02OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CL TIDY CATS BREEZE ENHANCED PELLETS 03.5LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW FANCY FEAST PURELY FILETS 01OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Fancy Feast",0,0
"CL TIDY CATS BREEZE STARTER ORIGINAL","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW PURINA ONE TRGTD 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"CL TIDY CATS BREEZE STARTER HOOD","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW PURINA ONE TRU INST 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"CL TIDY CATS BREEZE PADS 10CT","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CW PURINA ONE 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"CW BEYOND 03OZ 12CT","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Beyond",0,0
"CW BEYOND 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND GR FR 03LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND GR FR 03LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD ALPO 01LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DT T BONZ MT 04.5OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DT T BONZ MT 04.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BENEFUL 03OZ 03CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DW BENEFUL 03OZ 03CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"CL TIDY CATS BREEZE PADS 04CT","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS CLUMP LW 19.5LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DW MTY DG 05.5OZ 12CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Mighty Dog",0,0
"DW MTY DG 05.5OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Mighty Dog",0,0
"CL TIDY CATS CLUMP LW 17LB - PAIL","Litter","Retailer","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS CLUMP LW 17LB - PAIL","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DW MTY DG 05.5OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Nppc Brand Group Rem",0,0
"DW MTY DG 05.5OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Nppc Brand Group Rem",0,0
"CL TIDY CATS CLUMP LW 08.5LB","Litter","Retailer","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS CLUMP LW 08.5LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS CLUMP LW 06LB","Litter","Retailer","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS CLUMP LW 06LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS NAT STRG NON-CLUMP 35LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS NAT STRG NON-CLUMP 20LB","Litter","Retailer","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS NAT STRG NON-CLUMP 20LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS NAT STRG CLUMP 14LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL TIDY CATS PURE NATURE ALT 12LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"DC BEYOND KITTEN 03LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BELLA 12LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Bella",0,0
"DT T BONZ MT 40OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"CL TIDY CATS PURE NATURE ALT 07.5LB","Litter","ROM","AssociateWhlseGrocersCorp","Tidy Cats",0,0
"CL YESTERDAYS NEWS ALT 13.2LB","Litter","Retailer","AssociateWhlseGrocersCorp","Yesterday's News",0,0
"CL YESTERDAYS NEWS ALT 13.2LB","Litter","ROM","AssociateWhlseGrocersCorp","Yesterday's News",0,0
"CL YESTERDAYS NEWS ALT 15LB","Litter","ROM","AssociateWhlseGrocersCorp","Yesterday's News",0,0
"CL YESTERDAYS NEW ALT 10LB","Litter","ROM","AssociateWhlseGrocersCorp","Yesterday's News",0,0
"CL YESTERDAYS NEW ALT 20LB","Litter","ROM","AssociateWhlseGrocersCorp","Yesterday's News",0,0
"CW BEYOND 03OZ","Wet Cat","Retailer","AssociateWhlseGrocersCorp","Beyond",0,0
"CW BEYOND 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND KITTEN 05LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BELLA 03LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Bella",0,0
"DD BELLA 03LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Bella",0,0
"DT T BONZ MT 10OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DT T BONZ MT 10OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DC PRO PLAN KITTEN 03.2-3.5LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS 14-16LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC PRO PLAN ESSENTIALS 06-7LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 05.5-7LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC PRO PLAN SPECIALIZED 03.5LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC PURINA ONE TRGTD 16LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRGTD 07LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRGTD 07LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"CW BEYOND MIXER DIGEST SUPPORT 01OZ 8CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND SIMPLY 03LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND SIMPLY 03LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BENEFUL PREMIUM 09.4-12.5LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DD BENEFUL PREMIUM 09.4-12.5LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DT T BONZ MT 45OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BENEFUL INCR N MED 03OZ 30CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DC PURINA ONE TRGTD 03.5LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRGTD 03.5LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRGTD 02.8LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRGTD 22LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DT HONEST TO DOG AOF","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Honest To Dog",0,0
"DT HONEST TO DOG AOF","Dog Treats","ROM","AssociateWhlseGrocersCorp","Honest To Dog",0,0
"DC PURINA ONE ML 16LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE ML 16LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE ML 22LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE ML 03.5LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE ML 03.5LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE ML 07LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE ML 07LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE ML 02.8LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRU INST 06.3LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRU INST 06.3LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DT MERRICK FRS KSS DT 05.5-6.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"DW PRO PLAN ESSENTIAL 13OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DC PURINA ONE TRU INST 14.4LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PRO PLAN ESSENTIAL GR FR 13OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"CW BEYOND MIXER DIGEST SUPPORT 01OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND SIMPLY 06LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BENEFUL PREMIUM 03LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DT ALPO TWIST-ABLES MT 05.5OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DW BENEFUL SPRFOOD 09OZ 06CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DC PURINA ONE TRU INST 03.2LB","Dry Cat","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DC PURINA ONE TRU INST 03.2LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PRO PLAN ESSENTIAL 13OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DW PRO PLAN SAVORY MEALS 10OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DW PRO PLAN SPECIALIZED 13OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DT MERRICK POWER BITES MT 06OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"DD MERRICK BACKCOUNTRY 20LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"DW PRO PLAN GR FR SM-BRD 03.5OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Pro Plan",0,0
"DW PUPPY CHOW 05.5OZ 8 CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DW PUPPY CHOW 05.5OZ 8 CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DW PUPPY CHOW 05.5OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"DW PUPPY CHOW 05.5OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Dog Chow Line",0,0
"CW PURINA ONE TRU INST 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"CW PURINA ONE ML 03OZ 12CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE 13OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE 13OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE 13OZ 06CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE 13OZ 06CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"CW BEYOND MIXER BROTH 01OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND SIMPLY 13LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BENEFUL PREMIUM 03.3-4.5LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DD BENEFUL PREMIUM 03.3-4.5LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DW BENEFUL SPRFOOD 09OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DW BENEFUL SPRFOOD 09OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DD MERRICK GR FR 22LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"DW PURINA ONE TRU INST 13OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE TRU INST 13OZ 06CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE TRU INST 13OZ 06CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE TRU INST 13OZ","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Purina One",0,0
"DW PURINA ONE TRU INST 13OZ","Wet Dog","ROM","AssociateWhlseGrocersCorp","Purina One",0,0
"DD MERRICK GR FR 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"DD MERRICK HLTY GRNS 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"DD MERRICK LIL PLTS 04LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Merrick",0,0
"DD MOIST AND MEATY 012OZ","Dry Dog","ROM","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"DD MOIST AND MEATY 216OZ","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"DD MOIST AND MEATY 216OZ","Dry Dog","ROM","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"CW BEYOND MIXER BROTH 01OZ 8CT","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BENEFUL 06OZ","Dry Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DT BEGGIN FUN SIZE MT 01.3OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Beggin'",0,0
"DT BEGGIN FUN SIZE MT 01.3OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Beggin'",0,0
"DW BEYOND GR FR 13OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD MOIST AND MEATY 072OZ","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"DD MOIST AND MEATY 072OZ","Dry Dog","ROM","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"DD MOIST AND MEATY 036OZ","Dry Dog","ROM","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"DD MOIST AND MEATY 360OZ","Dry Dog","ROM","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"DD MOIST AND MEATY HI PROTEIN 72OZ","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"DD MOIST AND MEATY HI PROTEIN 72OZ","Dry Dog","ROM","AssociateWhlseGrocersCorp","Moist & Meaty",0,0
"CW BEYOND ORGANIC 03OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND ORGANIC 03LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BENEFUL 12LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DT BEGGIN MT 06OZ","Dog Treats","Retailer","AssociateWhlseGrocersCorp","Beggin'",0,0
"DT BEGGIN MT 06OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Beggin'",0,0
"DW BEYOND GR FR 13OZ 6CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BENEFUL 28LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DD BENEFUL 28LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
"DW ALPO 13.2OZ 12CT","Wet Dog","Retailer","AssociateWhlseGrocersCorp","Alpo",0,0
"DW ALPO 13.2OZ 12CT","Wet Dog","ROM","AssociateWhlseGrocersCorp","Alpo",0,0
"DT BEGGIN FUN SIZE MT 15OZ","Dog Treats","ROM","AssociateWhlseGrocersCorp","Beggin'",0,0
"CW BEYOND MIXER PROTEIN 01.4OZ","Wet Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DC BEYOND ORGANIC 05LB","Dry Cat","ROM","AssociateWhlseGrocersCorp","Beyond",0,0
"DD BENEFUL 14LB","Dry Dog","Retailer","AssociateWhlseGrocersCorp","Beneful",0,0
"DD BENEFUL 14LB","Dry Dog","ROM","AssociateWhlseGrocersCorp","Beneful",0,0
