"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_TPR_1","WB_Comp_TPR_2","CB_Comp_TPR_1","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Cross","Within","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_3","CB_Comp_RP_1","CB_Comp_TPR_2","CB_Comp_RP_2","CB_Comp_TPR_3","WB_Comp_RP_6","WB_Comp_TPR_4","WB_Comp_TPR_5","WB_Comp_TPR_6","WB_Comp_TPR_7","WB_Comp_TPR_8","CB_Comp_RP_3","WB_Comp_Interaction_RP_1"
"ITEM566DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,15.5242993998678,15.368254517737,0,0,0.000112857142857143,0,0.628026785714286,1.2230975514582,0,0,35,5119.28942857143,5052.0576689419,2,NA,NA,NA,NA,67.2317596295236,77409.1809621134,1035.99275217233,1035.99275217233,NA,NA,0,0,0,NA,80173.2922105747,5232.63762113788,NA,0,NA,NA,NA,NA,NA,NA,5232.63762113788,80173.2922105747,1045.07650847188,15.3205242916321,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM566DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,15.3513188946608,15.1332899999424,0,0,0,0,0.591262307692308,1.10550531013507,0,0,31.9230769230769,4110.25630769231,4031.06559280513,2,NA,NA,NA,NA,79.1907148871769,60901.3890776614,1191.6572300309,1191.6572300309,NA,NA,0,0,0,NA,63764.9238376875,4220.72992270396,NA,0,NA,NA,NA,NA,NA,NA,4220.72992270396,63764.9238376875,1030.88665868658,15.115329067099,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM566DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,14.4263451589327,14.3632036484848,0,0,0,0,0.581589230769231,1.06164379846745,0,0,28.9230769230769,4588.58115384615,4047.44652291274,2,NA,NA,NA,NA,541.134630933413,58012.2420704839,7701.75716028529,7701.75716028529,NA,NA,0,0,0,NA,61285.8387003528,4273.93980204536,NA,0,NA,NA,NA,NA,NA,NA,4273.93980204536,61285.8387003528,302.668073534279,14.3569470754571,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM566DDPURINAONEML_ROM","DD PURINA ONE ML 08LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,13.5158793101646,13.4802685943154,0,0.006785,0,0,0.618789166666667,1.09482362041537,0,0,26,5874.75266666667,5486.72567774591,2,NA,NA,NA,NA,388.026988920758,73684.4736584396,5222.46659156044,5222.46659156044,NA,NA,0,0,0,NA,74210.6139984936,5525.33514416393,NA,0,NA,NA,NA,NA,NA,NA,5525.33514416393,74210.6139984936,272.261243912428,13.467117590874,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM567DDMOISTANDMEATY_ROM","DD MOIST AND MEATY 360OZ","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,23.4800080355065,23.48,0,0,0,0,0.0509314285714286,1.2230975514582,0,0,35,773.571428571429,750.681685919334,1,NA,NA,NA,NA,22.8897426520946,17625.1136236235,537.425662090787,537.425662090787,NA,NA,0,0,0,NA,17994.1930100717,766.401579594778,NA,0,NA,NA,NA,NA,NA,NA,766.401579594778,17994.1930100717,0.924071125921046,23.478818377193,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM567DDMOISTANDMEATY_ROM","DD MOIST AND MEATY 360OZ","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,23.4800043415073,23.48,0,0,0,0,0.0515623076923077,1.10550531013507,0,0,31.9230769230769,712.846153846154,707.932911151991,1,NA,NA,NA,NA,4.91324269416277,16621.4955230795,115.362938458942,115.362938458942,NA,NA,0,0,0,NA,17101.0816511456,728.360739020951,NA,0,NA,NA,NA,NA,NA,NA,728.360739020951,17101.0816511456,0.772446447180153,23.4788720956463,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM567DDMOISTANDMEATY_ROM","DD MOIST AND MEATY 360OZ","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,22.7380613534676,22.7380547008547,0,0,0.00173307692307692,0,0.0512653846153846,1.06164379846745,0,0,28.9230769230769,751.769230769231,705.235957589834,1,NA,NA,NA,NA,46.5332731793969,16033.1500878656,1053.45145059597,1053.45145059597,NA,NA,0,0,0,NA,16294.2909906125,716.653219756085,NA,0,NA,NA,NA,NA,NA,NA,716.653219756085,16294.2909906125,0.594164233189286,22.7373158665816,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM567DDMOISTANDMEATY_ROM","DD MOIST AND MEATY 360OZ","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,21.8087169201103,21.8087144648253,0,0,0.0203183333333333,0,0.057565,1.09482362041537,0,0,26,840.083333333333,744.768695714214,1,NA,NA,NA,NA,95.3146376191197,16242.9188546764,2069.76197865688,2069.76197865688,NA,NA,0,0,0,NA,16309.8399612102,747.928332472181,NA,0,NA,NA,NA,NA,NA,NA,747.928332472181,16309.8399612102,0.8355367979808,21.8078354212247,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM574DDBENEFUL_ROM","DD BENEFUL 48LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,40.6800214037305,40.68,0,0,0,0,0.0534742857142857,1.2230975514582,0,0,35,366.071428571429,334.231656302857,1,NA,NA,NA,NA,31.8397722685712,13593.3706181872,1295.01152466991,1295.01152466991,NA,NA,0,0,0,NA,14934.5399706968,367.269119306616,NA,0,NA,NA,NA,NA,NA,NA,367.269119306616,14934.5399706968,3.41080483196262,40.6638305273897,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM574DDBENEFUL_ROM","DD BENEFUL 48LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,40.6800488321759,40.6743552690084,0,0.0178661538461538,0,0,0.05779,1.10550531013507,0,0,31.9230769230769,410.692307692308,367.179101868348,1,NA,NA,NA,NA,43.51320582396,14933.5089906227,1769.57793245426,1769.57793245426,NA,NA,0,0,0,NA,15137.6163031201,372.199596261947,NA,0,NA,NA,NA,NA,NA,NA,372.199596261947,15137.6163031201,3.89640952255807,40.6706659758455,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM574DDBENEFUL_ROM","DD BENEFUL 48LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,38.9163615463446,38.9151366997927,0.0161826290946789,0.00319769230769231,0,0,0.0505619230769231,1.06164379846745,0.0271183727431326,0.0310305776487767,28.9230769230769,397.692307692308,355.560745705495,1,NA,NA,NA,NA,42.1315619868128,13627.3084079774,1598.99005356102,1598.99005356102,NA,NA,0,0,0,NA,15411.916701421,403.297491695651,NA,0,NA,NA,NA,NA,NA,NA,403.297491695651,15411.916701421,252.759597375889,38.902226266598,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM574DDBENEFUL_ROM","DD BENEFUL 48LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,38.6800226256122,38.68,0.0160852776002727,0.013215,0,0,0.0505475,1.09482362041537,0.00423822198111449,0,26,363.416666666667,350.683337952154,1,NA,NA,NA,NA,12.7333287145126,13288.8748453227,492.525154677347,492.525154677347,NA,NA,0,0,0,NA,16070.3830225013,423.480556604064,NA,0,NA,NA,NA,NA,NA,NA,423.480556604064,16070.3830225013,275.56329522431,38.6759035087719,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM576DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,56.1731776768984,55.9443955840544,0,0,0,0,0.330765714285714,1.2230975514582,0,0,35,406.071428571429,396.535249109526,2,NA,NA,NA,NA,9.53617946190271,22075.0852945073,524.456848349828,524.456848349828,NA,NA,0,0,0,NA,24459.6842895552,439.228229055554,NA,0,NA,NA,NA,NA,NA,NA,439.228229055554,24459.6842895552,209.570776722987,55.6927794734788,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM576DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,55.8989346505143,55.142374627236,0,0,0,0,0.304074615384615,1.10550531013507,0,0,31.9230769230769,367.461538461538,337.856593931143,2,NA,NA,NA,NA,29.6049445303959,18612.920189054,1627.739810946,1627.739810946,NA,NA,0,0,0,NA,22721.8995315863,412.318653490767,NA,0,NA,NA,NA,NA,NA,NA,412.318653490767,22721.8995315863,275.50597884359,55.1080193794008,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM576DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,52.2762934708801,52.1413642656535,0,0,0,0,0.328418461538462,1.06164379846745,0,0,28.9230769230769,380.692307692308,360.751157611029,2,NA,NA,NA,NA,19.9411500812788,18777.3330576127,1036.6977116181,1036.6977116181,NA,NA,0,0,0,NA,21278.5758359283,408.964717819179,NA,0,NA,NA,NA,NA,NA,NA,408.964717819179,21278.5758359283,94.0543584624641,52.0345007837025,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM576DDPURINAONETRUINST_ROM","DD PURINA ONE TRU INST 36LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,50.2015105101944,50.0657023725272,0,0,0,0,0.337064583333333,1.09482362041537,0,0,26,504.333333333333,400.594524170251,2,NA,NA,NA,NA,103.738809163082,20070.4091655513,5255.63250111539,5255.63250111539,NA,NA,0,0,0,NA,20950.2736545904,418.432615239632,NA,0,NA,NA,NA,NA,NA,NA,418.432615239632,20950.2736545904,73.0888135966115,50.0657023725272,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM587DDPURINAONEML_ROM","DD PURINA ONE ML 44LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,51.4800123626438,51.4771450754215,0,0,0,0,0.0576689285714286,1.2230975514582,0,0,35,745.928571428571,571.126389375892,1,NA,NA,NA,NA,174.802182052679,29392.3269127442,8995.61237297004,8995.61237297004,NA,NA,0,0,0,NA,29392.3269127442,571.126389375892,NA,0,NA,NA,NA,NA,0,0,571.126389375892,29392.3269127442,12.472156513704,51.4637922689478,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM587DDPURINAONEML_ROM","DD PURINA ONE ML 44LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,51.4766778929299,51.474475659149,0,0.0178530769230769,0,0,0.058095,1.10550531013507,0,0,31.9230769230769,556.230769230769,533.159829435071,1,NA,NA,NA,NA,23.0709397956984,27437.1254376921,1186.94148538486,1186.94148538486,NA,NA,0,0,0,NA,29391.8909921828,571.13455585777,NA,0,NA,NA,NA,NA,NA,NA,571.13455585777,29391.8909921828,8.82071237425748,51.4622922662225,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM587DDPURINAONEML_ROM","DD PURINA ONE ML 44LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,48.8610616352199,48.8567997382844,0,0,0,0,0.0505492307692308,1.06164379846745,0,0,28.9230769230769,464,456.919106597696,1,NA,NA,NA,NA,7.080893402304,22255.9735295918,342.734162715894,342.734162715894,NA,NA,0,0,0,NA,28620.0777653161,586.043858331657,NA,0,NA,NA,NA,NA,NA,NA,586.043858331657,28620.0777653161,7.84551372853401,48.8458687920084,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM587DDPURINAONEML_ROM","DD PURINA ONE ML 44LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,43.8433955781726,43.7588698075818,0,0,0,0,0.0484758333333333,1.09482362041537,0,0,26,534.5,481.630626634657,1,NA,NA,NA,NA,52.8693733653434,21124.9333173365,2298.37334933019,2298.37334933019,NA,NA,0,0,0,NA,27056.0586319548,618.807181894428,NA,0,NA,NA,NA,NA,NA,NA,618.807181894428,27056.0586319548,79.4792589470322,43.7483389704843,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM590DDPURINAONEML_ROM","DD PURINA ONE ML 40LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,54.1786645621835,53.9057700821767,0,0,0,0,0.452614642857143,1.2230975514582,0,0,35,1923.42857142857,1701.62652992782,2,NA,NA,NA,NA,221.802041500747,91716.671100441,11956.5217567019,11956.5217567019,NA,NA,0,0,0,NA,91926.2905276645,1705.51776479797,NA,0,NA,NA,NA,NA,NA,NA,1705.51776479797,91926.2905276645,539.809981130502,53.899184767092,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM590DDPURINAONEML_ROM","DD PURINA ONE ML 40LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,53.7988623048182,53.4303698051176,0,0,0,0,0.436512307692308,1.10550531013507,0,0,31.9230769230769,1560.92307692308,1488.80099066754,2,NA,NA,NA,NA,72.1220862555377,79524.638776852,3862.45045391728,3862.45045391728,NA,NA,0,0,0,NA,82770.5912773623,1549.83091276151,NA,0,NA,NA,NA,NA,NA,NA,1549.83091276151,82770.5912773623,590.998156925153,53.4050503550341,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM590DDPURINAONEML_ROM","DD PURINA ONE ML 40LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,50.1395689588289,49.9713621208307,0,0,0,0,0.439759615384615,1.06164379846745,0,0,28.9230769230769,1331.53846153846,1310.38183722711,2,NA,NA,NA,NA,21.1566243113562,65392.85609217,1105.34467706077,1105.34467706077,NA,NA,0,0,0,NA,79790.8299449289,1600.59541005609,NA,0,NA,NA,NA,NA,NA,NA,1600.59541005609,79790.8299449289,335.041330287624,49.8690325116341,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM590DDPURINAONEML_ROM","DD PURINA ONE ML 40LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,46.8374895260683,46.7098085535505,0,0,0,0,0.44930625,1.09482362041537,0,0,26,1721,1624.45117730366,2,NA,NA,NA,NA,96.5488226963408,75657.8036707378,4451.4146625955,4451.4146625955,NA,NA,0,0,0,NA,81842.9650923757,1754.21947737837,NA,0,NA,NA,NA,NA,NA,NA,1754.21947737837,81842.9650923757,228.445078592535,46.7020037249669,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",0,0,1,"Retailer","Brookshire Brothers",NA,264,0,NA,29.8148148148148,29.8148148148148,0,0,0,0,0,1.2230975514582,0,0,35,0,0,1,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,30.5194146134238,1.02363253982912,0,0,0,0,0,0,NA,NA,1.02363253982912,30.5194146134238,0,29.8148148148148,"2022-12-31",NA,21.98,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",0,1,0,"Retailer","Brookshire Brothers",NA,264,0,NA,29.9088679826539,29.9662326550185,0,0,0,0,0,1.10550531013507,0,0,31.9230769230769,0,0,1,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,42.3002181778559,1.41410721791577,0,0,0,0,0,0,NA,NA,1.41410721791577,42.3002181778559,0,29.9088679826539,"2022-09-24",NA,21.98,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",1,0,0,"Retailer","Brookshire Brothers",NA,264,0,NA,30.0016938662468,29.9938224726441,0,0,0,0,0.00244230769230769,1.06164379846745,0,0,28.9230769230769,0.307692307692308,0.289846210630132,1,NA,NA,NA,NA,0.0178460970621754,8.69248785679767,0.53520445089464,0.53520445089464,NA,NA,0,0,0,NA,49.4294037329078,1.64798851183913,6.76307692307692,0,6.37081970965031,6.76307692307692,0.392257213426615,0.392257213426615,NA,NA,1.64798851183913,49.4294037329078,0.00307692307692356,29.9938224726441,"2022-06-25",NA,21.98,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",0,0,0,"Retailer","Brookshire Brothers",NA,264,0,NA,29.9984937680181,29.99,0,0,0,0,0.00852666666666667,1.09482362041537,0,0,26,0.75,0.696496953679093,1,NA,NA,NA,NA,0.0535030463209067,20.887943640836,1.60455635916399,1.60455635916399,NA,NA,0,0,0,NA,49.0468658891982,1.63544067653212,16.485,0,15.3090030418665,16.485,1.17599695813353,1.17599695813353,NA,NA,1.63544067653212,49.0468658891982,0.0084937680181012,29.99,"2022-03-26",NA,21.98,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,25.0619473069599,25.0655883238173,0,0,0,0,0.0243457142857143,1.2230975514582,0,0.0312609867572952,35,1247.28571428571,89.9220942522076,1,NA,NA,NA,NA,1157.36362003351,2335.9625662436,30066.2374337564,30066.2374337564,NA,NA,0,0,0,NA,5525.74396394676,220.790367771204,NA,0,NA,NA,NA,NA,NA,NA,220.790367771204,5525.74396394676,2.28921303027883,25.0608469365342,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,24.3801348960314,24.3713519554844,0.0336656780463179,0,0,0,0.0182484615384615,1.10550531013507,0.0336656780463179,0,31.9230769230769,1027.92307692308,164.218433515612,1,NA,NA,NA,NA,863.704643407465,3998.70354793815,21043.0718366772,21043.0718366772,NA,NA,0,0,0,NA,8889.95592143699,375.730366128528,NA,0,NA,NA,NA,NA,NA,NA,375.730366128528,8889.95592143699,18.9867802292849,24.3713519554844,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,23.1347188112779,23.1301983715917,0,0,0,0,0.0590807692307692,1.06164379846745,0,0,28.9230769230769,4481.07692307692,669.011375803207,1,NA,NA,NA,NA,3812.06554727372,15459.8766659463,88218.4641032844,88218.4641032844,NA,NA,0,0,0,NA,15459.8766659463,669.011375803207,NA,0,NA,NA,NA,NA,0,0,669.011375803207,15459.8766659463,26.5861400339267,23.12806418483,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM593DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 48-55LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,22.9817208464678,22.9378949286398,0.0486659684622884,0.0383208333333333,0,0,0.0581566666666667,1.09482362041537,0.0486659684622884,0.0486659684622884,26,5322.66666666667,996.828822395132,1,NA,NA,NA,NA,4325.83784427153,21808.3908443249,93368.3524890083,93368.3524890083,NA,NA,0,0,0,NA,21808.3908443249,996.828822395132,NA,0,NA,NA,NA,NA,0,0,996.828822395132,21808.3908443249,7146.30009865912,22.9071118434935,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM607DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,49.1800848646167,49.0499257336491,0,0,0,0,0.180411785714286,1.2230975514582,0,0,35,215.642857142857,154.154586050209,2,NA,NA,NA,NA,61.4882710926484,7552.95738220134,3011.71047494151,3011.71047494151,NA,NA,0,0,0,NA,7552.95738220134,154.154586050209,NA,0,NA,NA,NA,NA,0,0,154.154586050209,7552.95738220134,40.6662768330401,48.9960096666729,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM607DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,49.1408863349001,48.932227895042,0,0,0,0,0.167162692307692,1.10550531013507,0,0,31.9230769230769,170.769230769231,142.246654807113,2,NA,NA,NA,NA,28.5225759621178,6944.68539107501,1398.35383969422,1398.35383969422,NA,NA,0,0,0,NA,7523.15230270914,154.189460587679,NA,0,NA,NA,NA,NA,NA,NA,154.189460587679,7523.15230270914,47.7773370081995,48.7917226932312,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM607DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,45.6634925678716,45.3499453999075,0,0,0,0,0.179537307692308,1.06164379846745,0,0,28.9230769230769,241,154.013401100006,2,NA,NA,NA,NA,86.9865988999945,6979.68359992259,3929.66332315433,3929.66332315433,NA,NA,0,0,0,NA,7016.81760914562,154.803178028261,NA,0,NA,NA,NA,NA,NA,NA,154.803178028261,7016.81760914562,80.9016145148365,45.3277915224748,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM607DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire Brothers",NA,NA,NA,NA,43.6726615784595,43.2361681380738,0,0,0,0,0.165347916666667,1.09482362041537,0,0,26,160.916666666667,131.941215819028,2,NA,NA,NA,NA,28.9754508476388,5651.37393851501,1245.62606148499,1245.62606148499,NA,NA,0,0,0,NA,6690.61466782162,155.230756707842,NA,0,NA,NA,NA,NA,NA,NA,155.230756707842,6690.61466782162,91.8163231007586,43.1055347520386,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM610DDPURINAONETRUINSTHIPRO_ROM","DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire Brothers",NA,NA,NA,NA,34.0806254809617,33.515730079353,0,0,0,0,0.469066428571429,1.2230975514582,0,0,35,868.071428571429,857.505326709121,2,NA,NA,NA,NA,10.5661018623076,28671.0142603021,356.700739697894,356.700739697894,NA,NA,0,0,0,NA,29596.6806884758,885.415242654089,NA,0,NA,NA,NA,NA,NA,NA,885.415242654089,29596.6806884758,557.886844764434,33.4333925568079,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
