"Brand","PPG_Item","Category","Market","Retailer","Feature_Spend","Display_Spend"
"Tidy Cats","CL TIDY CATS BREEZE ANTI-TRACK PELLETS 03.5LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 25LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP LW 08.5LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP LW 17LB - PAIL","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 52LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW BOX 23LB - BOX","Litter","Retailer","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP LW 06LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS BREEZE ENHANCED PELLETS 03.5LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS BREEZE PADS 10CT","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 20LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 50LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NAT STRG NON-CLUMP 20LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW 14LB","Litter","Retailer","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS BREEZE GLADE PADS 08CT","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS BREEZE STARTER HOOD","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW 10LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 40LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 20LB","Litter","Retailer","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 30LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS PURE NATURE ALT 07.5LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW 35LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NAT STRG NON-CLUMP 35LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP LW 06LB","Litter","Retailer","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS BREEZE STARTER ORIGINAL","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS BREEZE PADS 04CT","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW PAIL 38LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP LW 19.5LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NAT STRG CLUMP 14LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 10LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW 20LB 2PK","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS BREEZE PELLETS 03.5LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW BAG ECOM 40LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW 20LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS PURE NATURE ALT 12LB","Litter","ROM","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS NON-CLUMP 10LB","Litter","Retailer","Family Dollar",2500,1080
"Tidy Cats","CL TIDY CATS CLUMP NON-LW 14LB","Litter","ROM","Family Dollar",2500,1080
"Trekker's","DT TREKKERS MT 05OZ","Dog Treats","ROM","Family Dollar",0,0
"Whisker Lickins","CT WHISKER LICKINS CR 01.7OZ","Cat Treats","ROM","Family Dollar",0,0
"Whisker Lickins","CT WHISKER LICKINS CR 10OZ","Cat Treats","ROM","Family Dollar",0,0
"Whisker Lickins","CT WHISKER LICKINS CR 04OZ","Cat Treats","ROM","Family Dollar",0,0
"Whisker Lickins","CT WHISKER LICKINS AO","Cat Treats","ROM","Family Dollar",0,0
"Whole Earth Farms","DD WHOLE EARTH FARMS GF 04LB","Dry Dog","ROM","Family Dollar",0,0
"Whole Earth Farms","DW WHOLE EARTH FARMS 12.7OZ","Wet Dog","ROM","Family Dollar",0,0
"Whole Earth Farms","DD WHOLE EARTH FARMS GF 25LB","Dry Dog","ROM","Family Dollar",0,0
"Yesterday's News","CL YESTERDAYS NEWS ALT 13.2LB","Litter","ROM","Family Dollar",0,0
"Yesterday's News","CL YESTERDAYS NEW ALT 20LB","Litter","ROM","Family Dollar",0,0
"Yesterday's News","CL YESTERDAYS NEWS ALT 15LB","Litter","ROM","Family Dollar",0,0
"Yesterday's News","CL YESTERDAYS NEW ALT 10LB","Litter","ROM","Family Dollar",0,0
"Zuke's","DT ZUKES HIP ACTION MT 16OZ","Dog Treats","ROM","Family Dollar",0,0
"Zuke's","DT ZUKES HIP ACTION MT 06OZ","Dog Treats","ROM","Family Dollar",0,0
"Zuke's","DT ZUKES MINI NTRLS MT 06OZ","Dog Treats","ROM","Family Dollar",0,0
"Zuke's","DT ZUKES MINI NTRLS MT 16OZ","Dog Treats","ROM","Family Dollar",0,0
