"PPG_Item_No","PPG_Cat","PPG_Item","MFG","Market","Retailer","Model_flag","PPG_Brand"
"ITEM1890DCFRISKIESFRMFAV","Dry Cat","DC FRISKIES FRM FAV 22LB","NPP","ROM","Family Dollar",1,"Friskies"
"ITEM1891DCFRISKIESML","Dry Cat","DC FRISKIES ML 16LB","NPP","ROM","Family Dollar",2,"Friskies"
"ITEM1892DCFRISKIESML","Dry Cat","DC FRISKIES ML 22LB","NPP","ROM","Family Dollar",2,"Friskies"
"ITEM1893DCFRISKIESML","Dry Cat","DC FRISKIES ML 01LB","NPP","ROM","Family Dollar",1,"Friskies"
"ITEM1894DCFRISKIESML","Dry Cat","DC FRISKIES ML 18.5LB","NPP","ROM","Family Dollar",1,"Friskies"
"ITEM1895DCFRISKIESML","Dry Cat","DC FRISKIES ML 30LB","NPP","ROM","Family Dollar",2,"Friskies"
"ITEM18CTKITKABOODLECR","Cat Treats","CT KIT KABOODLE CR 09OZ","NPP","Retailer","Family Dollar",1,"Kit & Kaboodle"
"ITEM1912DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 13LB","NPP","Retailer","Family Dollar",0,"Kit & Kaboodle"
"ITEM1912DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 13LB","NPP","ROM","Family Dollar",2,"Kit & Kaboodle"
"ITEM1913DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 16LB","NPP","ROM","Family Dollar",2,"Kit & Kaboodle"
"ITEM1914DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 30LB","NPP","ROM","Family Dollar",2,"Kit & Kaboodle"
"ITEM1915DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 38LB","NPP","ROM","Family Dollar",1,"Kit & Kaboodle"
"ITEM1916DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 24LB","NPP","ROM","Family Dollar",1,"Kit & Kaboodle"
"ITEM1917DCKITKABOODLE","Dry Cat","DC KIT KABOODLE 35LB","NPP","ROM","Family Dollar",1,"Kit & Kaboodle"
"ITEM1936DCMERRICKPURRBIST","Dry Cat","DC MERRICK PURR BIST 04LB","NPP","ROM","Family Dollar",1,"Merrick"
"ITEM1947DCPROPLANKITTEN","Dry Cat","DC PRO PLAN KITTEN 03.2-3.5LB","NPP","ROM","Family Dollar",1,"Pro Plan"
"ITEM1949DCPROPLANESSENTIALS","Dry Cat","DC PRO PLAN ESSENTIALS 14-16LB","NPP","ROM","Family Dollar",1,"Pro Plan"
"ITEM1951DCPROPLANESSENTIALS","Dry Cat","DC PRO PLAN ESSENTIALS 06-7LB","NPP","ROM","Family Dollar",1,"Pro Plan"
"ITEM1953DCPROPLANSPECIALIZED","Dry Cat","DC PRO PLAN SPECIALIZED 05.5-7LB","NPP","ROM","Family Dollar",1,"Pro Plan"
"ITEM1954DCPROPLANSPECIALIZED","Dry Cat","DC PRO PLAN SPECIALIZED 22LB","NPP","ROM","Family Dollar",1,"Pro Plan"
"ITEM1955DCPROPLANSPECIALIZED","Dry Cat","DC PRO PLAN SPECIALIZED 03.5LB","NPP","ROM","Family Dollar",1,"Pro Plan"
