"PPG_Item","Category","Market","Retailer","Brand","Display_Spend","Feature_Spend"
"RX PPVD UR ST/OX 06LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD UR ST/OX16LB","Dry Cat","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"DD BENEFUL 03.5LB","Dry Dog","Retailer","Amazon","Beneful",0,0
"DD BENEFUL 06.3LB","Dry Dog","ROM","Amazon","Beneful",0,0
"DD BENEFUL 14LB","Dry Dog","Retailer","Amazon","Beneful",0,0
"DD BENEFUL 14LB","Dry Dog","ROM","Amazon","Beneful",0,0
"DD BENEFUL 28LB","Dry Dog","ROM","Amazon","Beneful",0,0
"DD BENEFUL PREMIUM 03.3-4.5LB","Dry Dog","Retailer","Amazon","Beneful",0,0
"DD BENEFUL PREMIUM 03.3-4.5LB","Dry Dog","ROM","Amazon","Beneful",0,0
"DD BENEFUL PREMIUM 22.8LB","Dry Dog","ROM","Amazon","Beneful",0,0
"DD BENEFUL SMP GDNSS 09.4-12.5LB","Dry Dog","Retailer","Amazon","Beneful",0,0
"DD BENEFUL SMP GDNSS 09.4-12.5LB","Dry Dog","ROM","Amazon","Beneful",0,0
"DD BEYOND GR FR 03LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND GR FR 13LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND GR FR 23LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND GR FR 23LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND ORGANIC 03LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND ORGANIC 03LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND ORGANIC 06LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND PUPPY 03LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND SM-BRD/SPR FOOD 03-4LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND SM-BRD/SPR FOOD 03-4LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND SM-BRD/SPR FOOD 14.5LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND SM-BRD/SPR FOOD 14.5LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND SMP9 03-4LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND SMP9 03-4LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND SMP9 14.5-15.5LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND SMP9 14.5-15.5LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD BEYOND SMP9 24LB","Dry Dog","Retailer","Amazon","Beyond",0,0
"DD BEYOND SMP9 24LB","Dry Dog","ROM","Amazon","Beyond",0,0
"DD C&P ORGANIX 04LB","Dry Dog","Retailer","Amazon","Castor & Pollux",0,0
"DD C&P ORGANIX 04LB","Dry Dog","ROM","Amazon","Castor & Pollux",0,0
"DD C&P ORGANIX 10LB","Dry Dog","Retailer","Amazon","Castor & Pollux",0,0
"DD C&P ORGANIX 10LB","Dry Dog","ROM","Amazon","Castor & Pollux",0,0
"DD C&P ORGANIX 18LB","Dry Dog","Retailer","Amazon","Castor & Pollux",0,0
"DD C&P ORGANIX 18LB","Dry Dog","ROM","Amazon","Castor & Pollux",0,0
"DD C&P PRISTINE 04LB","Dry Dog","Retailer","Amazon","Castor & Pollux",0,0
"DD C&P PRISTINE 04LB","Dry Dog","ROM","Amazon","Castor & Pollux",0,0
"DD C&P PRISTINE 10LB","Dry Dog","Retailer","Amazon","Castor & Pollux",0,0
"DD C&P PRISTINE 10LB","Dry Dog","ROM","Amazon","Castor & Pollux",0,0
"DD C&P PRISTINE 18LB","Dry Dog","Retailer","Amazon","Castor & Pollux",0,0
"DD C&P PRISTINE 18LB","Dry Dog","ROM","Amazon","Castor & Pollux",0,0
"DD DOG CHOW GREEN BG 18.5-20LB","Dry Dog","Retailer","Amazon","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 30-33.5LB","Dry Dog","ROM","Amazon","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 42-46LB","Dry Dog","ROM","Amazon","Dog Chow Line",0,0
"DD DOG CHOW HI PROTEIN 20LB","Dry Dog","ROM","Amazon","Dog Chow Line",0,0
"DD DOG CHOW LX 04LB","Dry Dog","Retailer","Amazon","Dog Chow Line",0,0
"DD DOG CHOW LX 16.5-18LB","Dry Dog","ROM","Amazon","Dog Chow Line",0,0
"DD MERRICK BACKCOUNTRY 04LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY 04LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY 10LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY 10LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY 20LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY 20LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY MIXER 0.3LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY MIXER 0.8LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK BACKCOUNTRY MIXER 0.8LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK COATED 04LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK COATED 10LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK COATED 22LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK GR FR 04LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK GR FR 04LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK GR FR 10LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK GR FR 10LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK GR FR 22LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK GR FR 22LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK GR FR 30LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK GR FR 30LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 04LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 04LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 12LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 12LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 25LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 25LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 33LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK HLTY GRNS 33LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK LID 04LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK LID 04LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK LID 22LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK LID 22LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 04LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 04LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 10LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 12LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 12LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 20LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 20LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 28LB","Dry Dog","Retailer","Amazon","Merrick",0,0
"DD MERRICK LIL PLTS 28LB","Dry Dog","ROM","Amazon","Merrick",0,0
"DD MOIST AND MEATY 012OZ","Dry Dog","Retailer","Amazon","Moist & Meaty",0,0
"DD MOIST AND MEATY 072OZ","Dry Dog","ROM","Amazon","Moist & Meaty",0,0
"DD MOIST AND MEATY 216OZ","Dry Dog","Retailer","Amazon","Moist & Meaty",0,0
"DD MOIST AND MEATY 216OZ","Dry Dog","ROM","Amazon","Moist & Meaty",0,0
"DD MOIST AND MEATY HI PROTEIN 72OZ","Dry Dog","Retailer","Amazon","Moist & Meaty",0,0
"DD MOIST AND MEATY HI PROTEIN 72OZ","Dry Dog","ROM","Amazon","Moist & Meaty",0,0
"DD PRO PLAN BRIGHT MINDS 04-5LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN BRIGHT MINDS 04-5LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN BRIGHT MINDS 16LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN BRIGHT MINDS 16LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN BRIGHT MINDS 30LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN BRIGHT MINDS 30LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 04-6LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 04-6LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 16-18LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 16-18LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 24-34LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 24-34LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 35-47LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN DEV PUPPY 35-47LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 05-6LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 05-6LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 17-18LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 17-18LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 33-35LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 33-35LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 47LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN ESSENTIAL 47LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SAVOR SENIOR 04-6LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SAVOR SENIOR 04-6LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SAVOR SENIOR 16-18LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SAVOR SENIOR 16-18LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SAVOR SENIOR 24-34LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SAVOR SENIOR 24-34LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 04-6LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 04-6LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 16-18LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 16-18LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 24-34LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 24-34LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 35-47LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 35-47LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT 18LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT 18LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT 48LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT 50LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT BREEDER 37.5LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT CHIK/SAL 06LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT CHIK/SAL 06LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT PERFORM 33LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT PERFORM 33LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT PERFORM 37.5LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT PERFORM 37.5LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT PROTEIN 27/17 37.5LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT PROTEIN 27/17 37.5LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT SMALL BITES 06LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT SMALL BITES 06LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT SMALL BITES 18LB","Dry Dog","Retailer","Amazon","Pro Plan",0,0
"DD PRO PLAN SPORT SMALL BITES 18LB","Dry Dog","ROM","Amazon","Pro Plan",0,0
"DD PUPPY CHOW 04.4LB","Dry Dog","ROM","Amazon","Dog Chow Line",0,0
"DD PUPPY CHOW 16.5LB","Dry Dog","ROM","Amazon","Dog Chow Line",0,0
"DD PUPPY CHOW 32-36LB","Dry Dog","ROM","Amazon","Dog Chow Line",0,0
"DD PURINA ONE ML 04LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML 08LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML 08LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML 16.5LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML 16.5LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML 31.1LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML 31.1LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML 40LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML 40LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 03.8-4LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 07.4-8LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 07.4-8LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 15LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 16.5LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 16.5LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 31.1LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 31.1LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 40LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE ML TRGTD 40LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 03.8LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 07.4LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 15LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 15LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 27.5LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 27.5LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 36LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST 36LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST GF 12.5LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","Retailer","Amazon","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","ROM","Amazon","Purina One",0,0
"DD WHOLE EARTH FARMS GF 04LB","Dry Dog","ROM","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS GF 25LB","Dry Dog","Retailer","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS GF 25LB","Dry Dog","ROM","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS WG 04LB","Dry Dog","Retailer","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS WG 04LB","Dry Dog","ROM","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS WG 12LB","Dry Dog","Retailer","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS WG 12LB","Dry Dog","ROM","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS WG 25LB","Dry Dog","Retailer","Amazon","Whole Earth Farms",0,0
"DD WHOLE EARTH FARMS WG 25LB","Dry Dog","ROM","Amazon","Whole Earth Farms",0,0
"RX PPVD DH 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD DRM 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD DRM 25LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN 18LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN 32LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN FIBER BALANCE 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN FIBER BALANCE 18LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN FIBER BALANCE 32LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN LOW FAT 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN LOW FAT 18LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN LOW FAT 32LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN NATURALS 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD EN NATURALS 32LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA CHICKEN 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA CHICKEN 16.5LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA CHICKEN 25LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA VEG 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA VEG 16.5LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD HA VEG 25LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD JM 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD JM 18LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD JM 32LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NC 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NC 11LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NC 25LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NF 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NF 18LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD NF 34LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM 18LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM 32LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM SELECT BLEND 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM SELECT BLEND 18LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD OM SELECT BLEND 32LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD UR ST/OX 06LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD UR ST/OX 16.5LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
"RX PPVD UR ST/OX 25LB","Dry Dog","ROM","Amazon","Pro Plan Veterinary Diets",0,0
