"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","pred_vol","base_vol","Model_flag","CB_Comp_RP_1","CB_Comp_TPR_1","CB_Comp_TPR_2","CB_Comp_TPR_3","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_RP_5","WB_Comp_TPR_1","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_2","CB_Comp_TPR_4","WB_Comp_RP_6","WB_Comp_RP_7","WB_Comp_RP_8","WB_Comp_RP_9","WB_Comp_TPR_6","WB_Comp_TPR_7","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_TPR_5","CB_Comp_TPR_6"
"ITEM845DDBEYONDORGANIC_ROM","DD BEYOND ORGANIC 03LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,13.8278022987687,13.393226170641,0.0788760461328908,0,0,0,0.0204353846153846,1.07791440800655,0.0892755115851071,0.104118257508156,28.9230769230769,62.3846153846154,31.0792948237978,1,NA,NA,NA,NA,31.3053205608176,377.323647599935,316.033275476988,316.033275476988,NA,NA,0,0,0,NA,387.476857094788,31.7693777544465,NA,0,NA,NA,NA,NA,NA,NA,31.7693777544465,387.476857094788,160.121650060585,13.393226170641,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM845DDBEYONDORGANIC_ROM","DD BEYOND ORGANIC 03LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,13.5588104534124,13.4190746420018,0.0805518121162721,0,0,0,0.0231808333333333,1.09827961369243,0.0692857245430378,0.053206083126401,26,70.0833333333333,31.3001255479063,1,NA,NA,NA,NA,38.783207785427,378.862104435593,470.15122889774,470.15122889774,NA,NA,0,0,0,NA,378.862104435593,31.3001255479063,NA,0,NA,NA,NA,NA,0,0,31.3001255479063,378.862104435593,100.766332913848,13.2362547466055,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM865DDCNPORGANIX_ROM","DD C&P ORGANIX 10LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,53.5669271563263,53.5228782328782,0,0,0,0,0.00388214285714286,1.24171873890839,0,0,35,10.3571428571429,8.90614101742039,1,13.7593298107959,NA,NA,NA,1.45100183972246,475.892516455233,78.061054973338,78.061054973338,NA,NA,0,0,0,NA,506.439697675682,9.48604065227868,NA,0,NA,NA,NA,NA,NA,NA,9.48604065227868,506.439697675682,1.95772521748571,53.3877946160982,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0230576319818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM865DDCNPORGANIX_ROM","DD C&P ORGANIX 10LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,49.9917212520112,49.9891452991453,0,0,0,0,0.00343076923076923,1.12442307178462,0,0,31.9230769230769,7.84615384615385,7.56464116601073,1,14.126406801716,NA,NA,NA,0.281512680143118,377.364104196569,14.0728188803545,14.0728188803545,NA,NA,0,0,0,NA,466.195054969927,9.3467376173682,NA,0,NA,NA,NA,NA,NA,NA,9.3467376173682,466.195054969927,0.805140659388291,49.8770818070818,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.976838193572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM865DDCNPORGANIX_ROM","DD C&P ORGANIX 10LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,49.9889739146298,49.9861546129309,0,0,0,0,0.00419307692307692,1.07791440800655,0,0,28.9230769230769,10.5384615384615,8.52837044334811,1,14.8749342249307,NA,NA,NA,2.01009109511343,424.752477496466,100.469830195841,100.469830195841,NA,NA,0,0,0,NA,482.523424339614,9.69107208202891,NA,0,NA,NA,NA,NA,NA,NA,9.69107208202891,482.523424339614,1.58371175886231,49.7931572459255,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2043943217363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM865DDCNPORGANIX_ROM","DD C&P ORGANIX 10LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,49.991001943569,49.9862923351159,0.011784480004213,0,0,0,0.00418916666666667,1.09827961369243,0.011784480004213,0.011784480004213,26,11.0141666666667,8.58574685498342,1,14.6313479192912,NA,NA,NA,2.42841981168325,422.800511537751,119.666988462249,119.666988462249,NA,NA,0,0,0,NA,442.509067011954,8.98092173390829,NA,0,NA,NA,NA,NA,NA,NA,8.98092173390829,442.509067011954,8.14394700892333,49.9549182321757,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1250575273634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_Retailer","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,0,1,"Retailer","Brookshire",NA,NA,NA,NA,29.115,29.115,0,0,0,0,0.0104,1.21102866624001,0.117224445252819,0.153692251727901,34.5,1,1,0,NA,NA,NA,NA,0,29.115,0,0,NA,NA,0,0,0,NA,59.8328297320403,2.05678860328718,NA,0,NA,NA,NA,NA,NA,NA,2.05678860328718,59.8328297320403,0,29.115,"2022-12-03",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_Retailer","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,1,0,"Retailer","Brookshire",NA,NA,NA,NA,27.49,27.49,0.119082263680299,0,0,0,0.0106857142857143,1.13598284287213,0.052096866392974,0.0312581198357844,32,1.57142857142857,1.46863403738073,0,NA,NA,NA,NA,0.102794534047846,33.664955769128,2.41361565944342,2.41361565944342,NA,NA,0,0,0,NA,54.5305800791062,2.25048519610647,NA,0,NA,NA,NA,NA,NA,NA,2.25048519610647,54.5305800791062,7.12,27.49,"2022-09-17",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_Retailer","DD C&P ORGANIX 04LB","Dry Dog","NPP",1,0,0,"Retailer","Brookshire",NA,NA,NA,NA,26.181820337997,26.1775,0,0,0,0,0.0082375,1.07898267618064,0,0,28.875,1.125,1.125,0,NA,NA,NA,NA,0,29.17625,0,0,NA,NA,0,0,0,NA,62.1594518088439,2.3772243912034,NA,0,NA,NA,NA,NA,NA,NA,2.3772243912034,62.1594518088439,0.00442354900618858,26.1775,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_Retailer","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,0,0,"Retailer","Brookshire",NA,NA,NA,NA,23.9986466534475,23.99,0,0,0,0,0.00949777777777778,1.11335652259946,0,0,26.2222222222222,1.66666666666667,1.57451623217484,0,NA,NA,NA,NA,0.0921504344918311,37.7726444098743,2.21068892345903,2.21068892345903,NA,NA,0,0,0,NA,62.6645503380685,2.61211131046555,NA,0,NA,NA,NA,NA,NA,NA,2.61211131046555,62.6645503380685,0.0165192852388149,23.99,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,27.8331139016687,27.7889782298352,0,0,0,0,0.00674928571428571,1.24171873890839,0,0,35,26.7142857142857,25.8687597313162,1,NA,0.0360434454725869,0,NA,0.845525982969543,711.910633063798,23.4857955076304,23.4857955076304,NA,NA,0,0,0,NA,806.575048127892,29.3222743831582,NA,0,NA,NA,NA,NA,NA,NA,29.3222743831582,806.575048127892,8.16492147153394,27.5088621512962,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,27.4111319092725,27.3510432255634,0,0,0,0,0.00722615384615385,1.12442307178462,0,0,31.9230769230769,35.2307692307692,31.8245868985448,1,NA,0.0100101439697335,0,NA,3.40618233222443,866.565763696117,93.3496209192673,93.3496209192673,NA,NA,0,0,0,NA,921.79995701211,33.8727030544672,NA,0,NA,NA,NA,NA,NA,NA,33.8727030544672,921.79995701211,5.22141262663944,27.2614149554737,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,25.4328514185536,25.4282072750555,0,0,0,0,0.00764115384615385,1.07791440800655,0,0,28.9230769230769,40.3076923076923,39.182153942025,1,NA,0.0438068511847834,0,NA,1.12553836566732,992.715497011971,29.3698876034135,29.3698876034135,NA,NA,0,0,0,NA,1069.13080417676,42.2531106979766,NA,0,NA,NA,NA,NA,NA,NA,42.2531106979766,1069.13080417676,2.63653431632252,25.3655821568037,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM866DDCNPORGANIX_ROM","DD C&P ORGANIX 04LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,24.380973223561,24.3309217975476,0,0,0,0,0.00869583333333333,1.09827961369243,0,0,26,40.7375,40.3940068702039,1,NA,0.108707221349462,0.0505333608205765,NA,0.343493129796125,979.132681361804,8.34148530486332,8.34148530486332,NA,NA,0,0,0,NA,1102.10249006501,45.4631957695768,NA,0,NA,NA,NA,NA,NA,NA,45.4631957695768,1102.10249006501,5.49033562619119,24.2522026672676,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,0.00559382987615162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM867DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,84.7046369643525,84.7036160714286,0,0,0,0,0.00364285714285714,1.24171873890839,0,0,35,6.14285714285714,4.86933114477331,1,NA,NA,NA,NA,1.27352599808384,411.604243885067,107.602184686361,107.602184686361,NA,NA,0,0,0,NA,467.302019278401,5.51706360268263,NA,0,NA,NA,NA,NA,NA,NA,5.51706360268263,467.302019278401,0.02148801252226,84.7012202380952,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM867DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,79.9912149501639,79.99,0,0,0,0,0.00333538461538462,1.12442307178462,0,0.00659285707416724,31.9230769230769,5.92307692307692,4.93357760165085,1,NA,NA,NA,NA,0.989499321426074,393.349911173349,79.019319595882,79.019319595882,NA,NA,0,0,0,NA,440.022956395881,5.51706360268263,NA,0,NA,NA,NA,NA,NA,NA,5.51706360268263,440.022956395881,1.42397329069065,79.7567307692308,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM867DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,79.9921785603914,79.99,0.00659285707416724,0,0,0,0.00305846153846154,1.07791440800655,0.00659285707416724,0,28.9230769230769,5.07692307692308,4.42963984718563,1,NA,NA,NA,NA,0.64728322973745,351.396238351922,50.9922231865398,50.9922231865398,NA,NA,0,0,0,NA,438.376214874193,5.51706360268263,NA,0,NA,NA,NA,NA,NA,NA,5.51706360268263,438.376214874193,3.72965047352801,79.9856118881119,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM867DDCNPORGANIX_ROM","DD C&P ORGANIX 18LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,79.9910759267092,79.9900274016763,0,0,0,0,0.00260666666666667,1.09827961369243,0,0,26,4.61166666666667,4.08617726711377,1,NA,NA,NA,NA,0.525489399552895,326.832637439888,42.0340292267782,42.0340292267782,NA,NA,0,0,0,NA,441.281334049111,5.51706360268263,NA,0,NA,NA,NA,NA,NA,NA,5.51706360268263,441.281334049111,0.0255679543067693,79.984819068343,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM868DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,55.3924091627194,52.9328571428571,0.0863167883800134,0,0,0,0.00209857142857143,1.24171873890839,0.0743757383840959,0.066430158424799,35,4.28571428571429,3.9857662764469,1,NA,NA,NA,NA,0.299948009267386,193.054396535902,13.9848891783836,13.9848891783836,NA,NA,0,0,0,NA,273.139680156249,5.67316758685087,NA,0,NA,NA,NA,NA,NA,NA,5.67316758685087,273.139680156249,30.386348673022,52.6804761904762,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM868DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,52.2557692307692,52.2557692307692,0,0,0,0,0.00184769230769231,1.12442307178462,0,0,31.9230769230769,4.30769230769231,4.30191146622753,1,NA,NA,NA,NA,0.00578084146477692,224.719923404293,0.306230441860783,0.306230441860783,NA,NA,0,0,0,NA,330.877578691031,6.33596559068999,NA,0,NA,NA,NA,NA,NA,NA,6.33596559068999,330.877578691031,0,52.2557692307692,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM868DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,50.5268131868132,50.5276373626374,0.00385819180033926,0,0,0,0.00155615384615385,1.07791440800655,0.00385819180033926,0.00385819180033926,28.9230769230769,4,3.99410738177993,1,NA,NA,NA,NA,0.00589261822006689,200.417735707487,0.294571984821145,0.294571984821145,NA,NA,0,0,0,NA,378.68111174286,7.53494998538313,NA,0,NA,NA,NA,NA,NA,NA,7.53494998538313,378.68111174286,0.933406593406582,50.4871153846154,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM868DDCNPPRISTINE_ROM","DD C&P PRISTINE 10LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,49.9206651334776,49.9754811507936,0.00491234213802917,0,0,0,0.00201083333333333,1.09827961369243,0.00491234213802917,0.00491234213802917,26,6.08333333333333,5.9218484063757,1,NA,NA,NA,NA,0.161484926957633,292.361335619806,8.06949771352742,8.06949771352742,NA,NA,0,0,0,NA,424.902199479236,8.63636574113126,NA,0,NA,NA,NA,NA,NA,NA,8.63636574113126,424.902199479236,3.58674603174599,49.4680262445887,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM869DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,29.407592553503,29.3205331434551,0,0,0,0,0.00578857142857143,1.24171873890839,0,0,35,30.3571428571429,28.7536591924673,1,NA,NA,NA,NA,1.60348366467559,837.526154063162,46.9459887939806,46.9459887939806,NA,NA,0,0,0,NA,904.667191157365,31.0662508408115,NA,0,NA,NA,NA,NA,NA,NA,31.0662508408115,904.667191157365,7.40651846899245,29.1806131460197,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM869DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,29.2614048234527,29.0893914662066,0.00441513161795122,0,0,0,0.00606461538461538,1.12442307178462,0.00441513161795122,0.00441513161795122,31.9230769230769,30.6923076923077,29.1744352341407,1,NA,NA,NA,NA,1.51787245816697,829.646003793841,43.4386115907749,43.4386115907749,NA,NA,0,0,0,NA,928.760851177302,32.7078934721462,NA,0,NA,NA,NA,NA,NA,NA,32.7078934721462,928.760851177302,24.6581707843632,28.5450781872935,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM869DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,26.4869661511661,26.4861933511022,0,0,0,0,0.00858384615384615,1.07791440800655,0,0,28.9230769230769,30.0769230769231,28.4654546974833,1,NA,NA,NA,NA,1.61146837943973,755.049095934701,47.9778271422221,47.9778271422221,NA,NA,0,0,0,NA,1028.44929071363,39.7264850634168,NA,0,NA,NA,NA,NA,NA,NA,39.7264850634168,1028.44929071363,1.33115629101628,26.4505667513105,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM869DDCNPPRISTINE_ROM","DD C&P PRISTINE 04LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,23.9896670124,23.9811225870834,0,0,0,0,0.00796583333333333,1.09827961369243,0,0,26,48.7375,45.0323215152835,1,NA,NA,NA,NA,3.70517848471648,1077.15090675537,88.7690932446307,88.7690932446307,NA,NA,0,0,0,NA,1143.47483475301,47.805108840829,NA,0,NA,NA,NA,NA,NA,NA,47.805108840829,1143.47483475301,3.27281456873783,23.9206824103838,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM870DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,84.7045182909357,84.7042857142857,0,0,0,0,0.00166785714285714,1.24171873890839,0,0,35,2.64285714285714,2.297761753614,1,NA,NA,NA,NA,0.345095389243143,195.011020562462,29.673265151824,29.673265151824,NA,NA,0,0,0,NA,359.802122907194,4.25742134643487,NA,0,NA,NA,NA,NA,NA,NA,4.25742134643487,359.802122907194,0.00403658187145035,84.7037755102041,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM870DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",0,1,0,"ROM","Brookshire",NA,NA,NA,NA,79.9925313843099,79.9898520710059,0,0,0,0,0.00254230769230769,1.12442307178462,0,0.00768708679332385,31.9230769230769,4.38461538461539,3.79701646944121,1,NA,NA,NA,NA,0.587598915174179,303.720658134469,47.0008803270693,47.0008803270693,NA,NA,0,0,0,NA,391.423386951754,4.89343763230262,NA,0,NA,NA,NA,NA,NA,NA,4.89343763230262,391.423386951754,0.0172687128073604,79.9894505494505,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM870DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",1,0,0,"ROM","Brookshire",NA,NA,NA,NA,79.9901929758045,79.9880557903635,0.00768708679332385,0,0,0,0.00287307692307692,1.07791440800655,0.00768708679332385,0.00386586784886572,28.9230769230769,5.38461538461539,3.94853986898338,1,NA,NA,NA,NA,1.436075515632,313.802117927802,114.723266687582,114.723266687582,NA,NA,0,0,0,NA,388.713773255298,4.8996967617005,NA,0,NA,NA,NA,NA,NA,NA,4.8996967617005,388.713773255298,2.19050035046271,79.9488738611815,"2022-06-25",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM870DDCNPPRISTINE_ROM","DD C&P PRISTINE 18LB","Dry Dog","NPP",0,0,0,"ROM","Brookshire",NA,NA,NA,NA,79.9911807201832,79.9884548398613,0.00418802350293787,0,0,0,0.00297583333333333,1.09827961369243,0.00418802350293787,0,26,5.8475,4.30100794219579,1,NA,NA,NA,NA,1.54649205780421,342.063344161644,123.32498917169,123.32498917169,NA,NA,0,0,0,NA,392.335674908321,4.94692313470469,NA,0,NA,NA,NA,NA,NA,NA,4.94692313470469,392.335674908321,2.36089849458561,79.6469988213428,"2022-03-26",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM873DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",0,0,1,"Retailer","Brookshire",NA,24,0,NA,24.8197178038562,24.8021523502407,0.0260950639588458,0,0,0,0.00277928571428571,1.24171873890839,0.0260950639588458,0.0260950639588458,35,0.5,0.5,1,NA,NA,NA,NA,0,11.0842857142857,0,0,NA,NA,0,8.55814749265364,0,NA,86.0035509787934,3.65508457012177,10.885,0,10.885,10.885,0,0,NA,NA,3.65508457012177,86.0035509787934,1.31536354438197,24.7896763206747,"2022-12-31",NA,21.77,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM873DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",0,1,0,"Retailer","Brookshire",NA,24,0,NA,24.5484216890383,24.3344876380226,0.0101004093326843,0,0,0,0.141666923076923,1.12442307178462,0.0101004093326843,0.0101004093326843,31.9230769230769,42.4615384615385,15.8849868177924,1,NA,NA,NA,NA,26.5765516437461,384.599859649966,621.942448042342,615.808553158297,NA,NA,0,6.13389488404468,11.3939571960497,NA,395.214387418346,16.3097378289321,924.387692307692,0,345.81616302334,924.387692307692,568.917618146959,568.917618146959,NA,NA,17.1686966521044,406.608344614396,23.539864487147,24.2434409450547,"2022-09-24",NA,21.77,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM873DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",1,0,0,"Retailer","Brookshire",NA,310.153846153846,0,NA,23.7898687502399,23.4472118701091,0,0,0,0,0.447891538461538,1.07791440800655,0,0,28.9230769230769,197.615384615385,78.9173071164798,1,NA,NA,NA,NA,118.698077498905,1875.39201981088,2732.14413403527,2732.14413403527,NA,NA,0,0,66.5668274182571,NA,1875.39201981088,78.9173071164798,4302.08692307692,0,1718.02977592576,4302.08692307692,2568.15932732823,2568.15932732823,0,0,83.2725570688813,1941.95884722914,89.434501238424,23.2919464271431,"2022-06-25",NA,21.77,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM873DDDOGCHOWGREENBG_Retailer","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",0,0,0,"Retailer","Brookshire",NA,269.333333333333,0,NA,23.1394792995511,23.0806609574738,0,0,0,0,0.531620833333333,1.09827961369243,0,0,26,231.833333333333,114.068637190987,1,NA,NA,NA,NA,117.764696142346,2636.64530961252,2684.11219038748,2684.11219038748,NA,NA,0,0,2449.50186630231,NA,3066.4549599425,132.538506577216,5050.26892473118,0,2484.54944473058,5050.26892473118,2553.21867762021,2553.21867762021,NA,NA,240.268877629929,5515.95682624481,43.948986656417,22.9566612740217,"2022-03-26",NA,21.8214603960396,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM873DDDOGCHOWGREENBG_ROM","DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","NPP",0,0,1,"ROM","Brookshire",NA,NA,NA,NA,20.9203841811054,20.8764626440801,0,0,0,0,0.00141428571428571,1.24171873890839,0,0,35,78.9285714285714,78.9285714285714,1,NA,NA,NA,NA,0,1632.54928571429,0,0,NA,NA,0,0,0,NA,10375.5034991877,498.329865269343,NA,0,NA,NA,NA,NA,NA,NA,498.329865269343,10375.5034991877,10.3706529293119,20.8196364624632,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
