"PPG_Item_No","PPG_Item","PPG_Cat","PPG_MFG","flag_qtr2","flag_qtr3","flag_qtr4","Market","Retailer","PPG_Retailer","EachesLC","EachesOI","ImputedLC_retailer","Final_baseprice","Estimated_baseprice","tpr_discount_byppg","ACV_Feat_Only","ACV_Disp_Only","ACV_Feat_Disp","ACV_Selling","category_trend","tpr_discount_byppg_lag1","tpr_discount_byppg_lag2","monthno","Missing_data_flag","pred_vol","base_vol","Model_flag","WB_Comp_RP_1","WB_Comp_TPR_1","CB_Comp_RP_1","CB_Comp_RP_2","CB_Comp_TPR_1","CB_Comp_TPR_2","lift_vol","base_doll","lift_doll","true_lift_doll","Cross_predicted_normalised","Within_predicted_normalised","Cross_predicted_non_normalised","Within_predicted_non_normalised","gross_lift_on_pred","true_lift_on_pred","original_base_doll","original_base_vol","Purina_sales","Purina_spend","Purina_Base_sales","Purina_ratf","Purina_Gross_Lift","Purina_True_Lift","Within","Cross","pred_vol_original","wk_sold_doll_byppg_original","Spend","median_baseprice_byppg","Date","OffInvoice","ListCost","qtr","borrowedqtr","missing_qtrs","WB_Comp_Interaction_RP_1","WB_Comp_RP_2","WB_Comp_RP_3","WB_Comp_RP_4","WB_Comp_TPR_2","WB_Comp_TPR_3","WB_Comp_TPR_4","WB_Comp_TPR_5","CB_Comp_RP_3","CB_Comp_RP_4","CB_Comp_RP_5","CB_Comp_TPR_3","CB_Comp_TPR_4","WB_Comp_RP_5","WB_Comp_RP_6","WB_Comp_RP_7","CB_Comp_RP_6","CB_Comp_TPR_5","CB_Comp_TPR_6","CB_Comp_TPR_7"
"ITEM42CWFANCYFEASTNATURALSML_ROM","CW FANCY FEAST NATURALS ML 03OZ","Wet Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,1.09842549718744,1.09478133964863,0,0.000450769230769231,0.000373076923076923,0,0.0766111538461538,1.12120657525843,0,0,37.9230769230769,0,149868.313153846,132886.592831303,1,8.27481255941063,0,1.10614713643834,0.735952483550195,0.0463807980357464,NA,16981.720322543,143016.432435422,19592.502641501,19592.502641501,NA,NA,0,0,0,NA,149741.565651584,139458.510557131,NA,0,NA,NA,NA,NA,NA,NA,139458.510557131,149741.565651584,759.927514566852,1.0931253509812,"2023-04-22",NA,NA,2,2,0,NA,1.00860381665034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM42CWFANCYFEASTNATURALSML_ROM","CW FANCY FEAST NATURALS ML 03OZ","Wet Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,1.1706264090169,1.16151358583591,0,0.0006,0.000508333333333333,0,0.08187875,1.14168945463044,0,0,35,0,133051.175,122653.457426801,1,8.47773629846218,0,1.25019549164187,0.744726406374866,0.247275806222622,NA,10397.7175731992,141962.008903733,12116.2483462676,12116.2483462676,NA,NA,0,0,0,NA,146580.710545632,126649.601254131,NA,0,NA,NA,NA,NA,NA,NA,126649.601254131,146580.710545632,1648.59133742544,1.15837916517994,"2023-03-25",NA,NA,1,1,0,NA,1.02492256810427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM42CWFANCYFEASTNATURALSML_ROM","CW FANCY FEAST NATURALS ML 03OZ","Wet Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,1.15823472434421,1.13732947223388,0,0.000332142857142857,0.000598571428571429,0,0.0822907142857143,1.20984288156251,0,0,44,0,158814.794714286,154832.00860999,1,8.62973890103252,0,1.26671089886222,0.739639956078101,0,NA,3982.7861042955,175999.097822782,4497.237248647,4497.237248647,NA,NA,0,0,0,NA,186384.081548557,163930.787716428,NA,0,NA,NA,NA,NA,NA,NA,163930.787716428,186384.081548557,3232.265629676,1.13730166096685,"2022-12-31",NA,NA,4,4,0,NA,1.00758731584369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM42CWFANCYFEASTNATURALSML_ROM","CW FANCY FEAST NATURALS ML 03OZ","Wet Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,1.12215257608097,1.11239544776409,0,0.000363076923076923,0.000393846153846154,0,0.0929080769230769,1.19170214052206,0,0,40.9230769230769,0,193023.502307692,169848.205513303,1,8.69301819188813,0,1.26527632303553,0.763874697959497,0,NA,23175.296794389,188606.520016163,25773.1275222987,25773.1275222987,NA,NA,0,0,0,NA,188606.520016163,169848.205513303,NA,0,NA,NA,NA,NA,0,0,169848.205513303,188606.520016163,2225.23513761165,1.11060558008382,"2022-09-24",NA,NA,3,3,0,NA,0.996224056871605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_Retailer","CW PURINA ONE 03OZ","Wet Cat","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,1.27805678790378,1.24520271992011,0,0,0.000560769230769231,0,0.610918846153846,1.12118015138595,0,0,37.9230769230769,0,17963.4615384615,11373.6238451198,2,NA,NA,NA,NA,NA,NA,6589.83769334174,13962.6884608169,8188.46307764464,8188.46307764464,NA,NA,0,0,3551.97286956363,NA,13962.6884608169,11373.6238451198,NA,0,NA,NA,NA,NA,0,0,14491.7536168079,17514.6613303805,640.225597064142,1.24408188910609,"2023-04-22",NA,0.793764146750094,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_Retailer","CW PURINA ONE 03OZ","Wet Cat","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,1.30791506435797,1.28537636499992,0,0,0.00115583333333333,0,0.582624166666667,1.14159795792763,0,0,35,0,17693.75,9307.19894123201,2,NA,NA,NA,NA,NA,NA,8386.55105876799,11946.6656171496,10497.5177161837,10497.5177161837,NA,NA,0,0,366.162357880824,NA,11946.6656171496,9307.19894123201,NA,0,NA,NA,NA,NA,0,0,9740.36833544542,12312.8279750304,676.011004736851,1.27045542857412,"2023-03-25",NA,0.848406843862353,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_Retailer","CW PURINA ONE 03OZ","Wet Cat","NPP",0,0,1,"Retailer","Target",NA,23233.7142857143,0,NA,1.30398800502666,1.27309895521802,0,0,0.00157285714285714,0,0.608597857142857,1.20984288156251,0,0,44,0,19150.2857142857,12279.5178405553,2,NA,NA,NA,NA,NA,NA,6870.76787373046,15816.2495946241,8554.80969109018,8554.80969109018,NA,NA,0,0,356.679509836,NA,15816.2495946241,12279.5178405553,16278.4065151042,0,10438.4557166853,16278.4065151042,5838.16829549946,5838.16829549946,0,0,12714.8454126231,16172.9291044601,601.269616861385,1.27269251783278,"2022-12-31",NA,0.850058474138567,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_Retailer","CW PURINA ONE 03OZ","Wet Cat","NPP",0,1,0,"Retailer","Target",NA,27598.1538461538,0,NA,1.26989212974902,1.24779275092392,0,0,0.00118692307692308,0,0.642111923076923,1.19170214052206,0,0,40.9230769230769,0,21330.1538461538,16327.089061162,2,NA,NA,NA,NA,NA,NA,5003.0647849918,20627.2170615696,5872.21063073805,5872.21063073805,NA,NA,0,0,1038.38885137556,NA,20627.2170615696,16327.089061162,18125.5619795589,0,13874.1512165617,18125.5619795589,4233.98419700067,4233.98419700067,0,0,17367.8109941133,21665.6059129452,586.879453379587,1.242107568118,"2022-09-24",NA,0.849646799116998,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_ROM","CW PURINA ONE 03OZ","Wet Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,1.07672758534746,1.06881862874491,0,0,0.000172307692307692,0,0.174076153846154,1.12118015138595,0,0,37.9230769230769,0,69439.9775384615,68567.835977654,2,1.10454156364949,NA,NA,NA,0,NA,872.141560807586,72893.675592921,880.419484002041,880.419484002041,NA,NA,0,0,0,NA,76552.7626641438,71940.0866921854,NA,0,NA,NA,NA,NA,NA,NA,71940.0866921854,76552.7626641438,640.953888671849,1.06813790826155,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_ROM","CW PURINA ONE 03OZ","Wet Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,1.10294527806812,1.09763044918355,0,0,0.000316666666666667,0,0.175033333333333,1.14159795792763,0,0,35,0,67408.1935,67375.3130256197,2,1.1438044283197,NA,NA,NA,0,NA,32.8804743802502,73808.1296814854,35.884235181317,35.884235181317,NA,NA,0,0,0,NA,77208.273530653,70477.5628580775,NA,0,NA,NA,NA,NA,NA,NA,70477.5628580775,77208.273530653,488.731457552836,1.09571133405257,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_ROM","CW PURINA ONE 03OZ","Wet Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,1.09594350861837,1.09068983173847,0,0,0.000290714285714286,0,0.173262857142857,1.20984288156251,0,0,44,0,72362.2332857143,69985.6646446354,2,1.12083108194938,NA,NA,NA,0,NA,2376.56864107884,76135.5335833374,2579.71463094826,2579.71463094826,NA,NA,0,0,0,NA,77042.4610656951,70816.4283611158,NA,0,NA,NA,NA,NA,NA,NA,70816.4283611158,77042.4610656951,591.160653070565,1.08793090702059,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM43CWPURINAONE_ROM","CW PURINA ONE 03OZ","Wet Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,1.09518074272014,1.09084889356064,0,0,0.000213076923076923,0,0.176076153846154,1.19170214052206,0,0,40.9230769230769,0,74460.9496153846,70208.1463278158,2,1.12988623527674,NA,NA,NA,0,NA,4252.8032875688,76432.5877212792,4631.84197102852,4631.84197102852,NA,NA,0,0,0,NA,76960.9411744717,70691.5484160298,NA,0,NA,NA,NA,NA,NA,NA,70691.5484160298,76960.9411744717,491.148289972175,1.08871041987044,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_Retailer","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",1,0,0,"Retailer","Target",NA,NA,NA,NA,24.8848588166563,24.7261276284806,0,0,0.000665384615384615,0,0.298653076923077,1.12118015138595,0,0,37.9230769230769,0,1269.46153846154,793.19912415864,2,NA,NA,NA,NA,NA,NA,476.262414302899,20396.296022832,11215.7201310141,11215.7201310141,NA,NA,0,0,9165.37453689784,NA,88864.8660413163,3372.30101950682,NA,0,NA,NA,NA,NA,NA,NA,3740.61362868114,98030.2405782142,277.490423212414,24.6463268676768,"2023-04-22",NA,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_Retailer","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",0,0,0,"Retailer","Target",NA,NA,NA,NA,25.4271275380293,25.1433888433874,0.118135210734854,0,0,0,0.435160416666667,1.14159795792763,0.118135210734854,0.118135210734854,35,0,2281.75,2281.75,2,NA,NA,NA,NA,NA,NA,0,50671.1175,0,0,NA,NA,0,0,689249.812913431,NA,135005.867759758,5291.0003291234,NA,0,NA,NA,NA,NA,NA,NA,41600.0707839955,824255.680673188,7341.60144221128,25.1432425417376,"2023-03-25",NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_Retailer","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",0,0,1,"Retailer","Target",NA,50511.4285714286,0,NA,25.2856376447087,24.6689495846785,0,0,0,0,0.26444,1.20984288156251,0,0,44,0,1492.64285714286,1082.75280534591,2,NA,NA,NA,NA,NA,NA,409.890051796948,27137.2433203429,9691.42310822856,9691.42310822856,0,0,0,0,16942.4790144853,16942.4790144853,35526.1601336039,1409.87399854747,NA,0,NA,NA,NA,NA,NA,NA,2123.36238274016,52468.6391480892,861.474384541185,24.6249454169294,"2022-12-31",NA,0,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_Retailer","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",0,1,0,"Retailer","Target",NA,62324.3076923077,0,NA,25.3819641647933,24.9218469349875,0,0,0,0,0.200723076923077,1.19170214052206,0,0,40.9230769230769,0,1011,570.997103052775,2,NA,NA,NA,NA,NA,NA,440.002896947225,14485.9538392764,10591.6284684159,10591.6284684159,0,0,0,0,1816.83910589986,1816.83910589986,14485.9538392764,570.997103052775,NA,0,NA,NA,NA,NA,0,0,656.898299855915,16302.7929451763,569.384470871035,24.7884946477357,"2022-09-24",NA,0,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,25.1519576719094,25.1058627702552,0,0,0.00021,0,0.129443076923077,1.12120657525843,0,0,37.9230769230769,0,7723.28976923077,5046.13270971944,1,NA,NA,NA,NA,NA,NA,2677.15705951133,125515.567640595,64531.4079747893,64531.4079747893,NA,NA,0,0,0,NA,130293.344867159,5222.76027736822,NA,0,NA,NA,NA,NA,NA,NA,5222.76027736822,130293.344867159,1008.52371861222,25.0667959447371,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,25.8675258302449,25.8193390105881,0,0,0.0000716666666666667,0,0.123333333333333,1.14168945463044,0,0,35,0,6350.24291666667,5537.03097378782,1,NA,NA,NA,NA,NA,NA,813.211942878847,142745.781416856,20957.2628331441,20957.2628331441,NA,NA,0,0,0,NA,142745.781416856,5537.03097378782,NA,0,NA,NA,NA,NA,0,0,5537.03097378782,142745.781416856,502.63310549807,25.7839227098412,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,25.8000725741932,25.6872985064261,0,0,0.0000171428571428571,0,0.105823928571429,1.20984288156251,0,0,44,0,5940.50628571429,4336.73183306545,1,NA,NA,NA,NA,NA,NA,1603.77445264884,110701.399140873,40999.3924305552,40999.3924305552,NA,NA,0,0,0,NA,110701.399140873,4336.73183306545,NA,0,NA,NA,NA,NA,0,0,4336.73183306545,110701.399140873,1529.5370775306,25.5188469712389,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM441CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 24CT","Wet Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,25.8775149982846,25.8497992099718,0,0,0.000131538461538462,0,0.0752676923076923,1.19170214052206,0,0,40.9230769230769,0,3775.07046153846,3120.09118665189,1,NA,NA,NA,NA,NA,NA,654.979274886567,80218.0618237101,16809.7046378283,16809.7046378283,NA,NA,0,0,0,NA,78021.1275979583,3035.60747773181,NA,0,NA,NA,NA,NA,0,0,3035.60747773181,78021.1275979583,403.007203560024,25.7630547883356,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 12CT","Wet Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,12.8354937785262,12.7853831338448,0,0.00000769230769230769,0.000496153846153846,0,0.240063076923077,1.12118015138595,0,0,37.9230769230769,0,20668.6836153846,19280.2213599885,2,NA,NA,NA,NA,NA,NA,1388.46225539607,245458.056778154,17252.6404526155,17252.6404526155,NA,NA,0,0,0,NA,283493.846614531,22112.1721344059,NA,0,NA,NA,NA,NA,NA,NA,22112.1721344059,283493.846614531,1033.12356490636,12.7847464318111,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 12CT","Wet Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,13.218657559545,13.1796844114753,0,0,0.0001225,0,0.240709583333333,1.14159795792763,0,0,35,0,19476.6605833333,19476.6605833333,2,NA,NA,NA,NA,NA,NA,0,256696.18675,0,0,NA,NA,0,0,0,NA,471519.253846825,35758.6127414914,NA,0,NA,NA,NA,NA,NA,NA,35758.6127414914,471519.253846825,753.831898252225,13.1796844114753,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 12CT","Wet Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,13.2425462865526,13.1503167199723,0,0.0000614285714285714,0.000133571428571429,0,0.171960357142857,1.20984288156251,0,0,44,0,13108.293,11461.3652682195,2,NA,NA,NA,NA,NA,NA,1646.92773178046,150037.160651233,21572.0864916242,21572.0864916242,NA,NA,0,0,0,NA,169547.571065624,12952.3105909123,NA,0,NA,NA,NA,NA,NA,NA,12952.3105909123,169547.571065624,1777.05576837727,13.1078567085281,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM442CWFANCYFEASTPETITES_ROM","CW FANCY FEAST PETITES 02.8OZ 12CT","Wet Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,13.2672485962569,13.2606871025055,0,0,0.0000446153846153846,0,0.159952307692308,1.19170214052206,0,0,40.9230769230769,0,11249.7468461538,7395.71200620435,2,NA,NA,NA,NA,NA,NA,3854.0348399495,97358.0652935928,50936.4490140996,50936.4490140996,NA,NA,0,0,0,NA,101919.300261783,7741.35660072165,NA,0,NA,NA,NA,NA,NA,NA,7741.35660072165,101919.300261783,450.723721448227,13.2203383921445,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM481CWBEYONDORGANIC_ROM","CW BEYOND ORGANIC 03OZ 6CT","Wet Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,7.83251027156244,7.81170651600155,0.0324886654455796,0,0,0,0.0135746153846154,1.12120657525843,0.0324886654455796,0.0324886654455796,37.9230769230769,0,813.384615384615,813.384615384615,1,NA,NA,NA,NA,NA,NA,0,6045.27076923077,0,0,NA,NA,0,0,0,NA,7622.88037124152,1060.36996310828,NA,0,NA,NA,NA,NA,NA,NA,1060.36996310828,7622.88037124152,315.099169839149,7.7645695804809,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM481CWBEYONDORGANIC_ROM","CW BEYOND ORGANIC 03OZ 6CT","Wet Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,8.2065259906116,8.17987144357733,0,0,0.0001725,0,0.0138833333333333,1.14168945463044,0,0,35,0,782.083333333333,782.083333333333,1,NA,NA,NA,NA,NA,NA,0,6386.60916666667,0,0,NA,NA,0,0,0,NA,8411.33232865134,1030.17769199568,NA,0,NA,NA,NA,NA,NA,NA,1030.17769199568,8411.33232865134,32.5510698495069,8.16431934644366,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM481CWBEYONDORGANIC_ROM","CW BEYOND ORGANIC 03OZ 6CT","Wet Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,8.09663144159109,8.01210866841919,0,0,0.0000642857142857143,0,0.0148278571428571,1.20984288156251,0,0,44,0,849,849,1,NA,NA,NA,NA,NA,NA,0,6752.48285714286,0,0,NA,NA,0,0,0,NA,6765.87666705287,850.804585031783,NA,0,NA,NA,NA,NA,NA,NA,850.804585031783,6765.87666705287,120.808363174013,7.95456932863638,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM481CWBEYONDORGANIC_ROM","CW BEYOND ORGANIC 03OZ 6CT","Wet Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,7.94454439895399,7.92829811744589,0,0,0.0000569230769230769,0,0.0150169230769231,1.19170214052206,0,0,40.9230769230769,0,861.230769230769,861.230769230769,1,NA,NA,NA,NA,NA,NA,0,6810.23307692308,0,0,NA,NA,0,0,0,NA,5249.8787631132,663.97891576725,NA,0,NA,NA,NA,NA,0,0,663.97891576725,5249.8787631132,31.944418687761,7.90734510669939,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM483CWBEYONDMIXERDIGESTSUPPORT_ROM","CW BEYOND MIXER DIGEST SUPPORT 01OZ 8CT","Wet Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,9.05187345053242,8.24945112879438,0.231020476435589,0.000202307692307692,0.000288461538461538,0.0000330769230769231,0.00476,1.12120657525843,0.213804091931736,0.196247689614946,37.9230769230769,0,892.615384615385,892.615384615385,1,NA,NA,NA,NA,NA,NA,0,4840.38692307692,0,0,NA,NA,0,0,0,NA,4185.12753072405,737.566870450515,NA,0,NA,NA,NA,NA,NA,NA,737.566870450515,4185.12753072405,3221.7033450414,8.24945112879438,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM483CWBEYONDMIXERDIGESTSUPPORT_ROM","CW BEYOND MIXER DIGEST SUPPORT 01OZ 8CT","Wet Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,8.85855642130337,8.51172527802168,0.153350373988298,0,0.000525,0,0.005175,1.14168945463044,0.183951476490491,0.183951476490491,35,0,381.916666666667,381.916666666667,1,NA,NA,NA,NA,NA,NA,0,2524.5775,0,0,NA,NA,0,0,0,NA,5227.98045544267,815.820596533748,NA,0,NA,NA,NA,NA,NA,NA,815.820596533748,5227.98045544267,902.353593061156,8.47759154996252,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM483CWBEYONDMIXERDIGESTSUPPORT_ROM","CW BEYOND MIXER DIGEST SUPPORT 01OZ 8CT","Wet Cat","NPP",0,0,1,"ROM","Target",NA,NA,NA,NA,9.14302599338298,8.1601203129315,0.0454239669108986,0,0.000575,0,0.00637642857142857,1.20984288156251,0.0191944504804467,0.0191944504804467,44,0,375.785714285714,375.785714285714,1,NA,NA,NA,NA,NA,NA,0,2839.44714285714,0,0,NA,NA,0,0,0,NA,2657.12537253991,370.329002096844,NA,0,NA,NA,NA,NA,NA,NA,370.329002096844,2657.12537253991,584.591675930222,8.13449754056506,"2022-12-31",NA,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM483CWBEYONDMIXERDIGESTSUPPORT_ROM","CW BEYOND MIXER DIGEST SUPPORT 01OZ 8CT","Wet Cat","NPP",0,1,0,"ROM","Target",NA,NA,NA,NA,8.12706078339058,6.66984661336681,0.00490157632928065,0,0.00105769230769231,0,0.00876384615384615,1.19170214052206,0.0241781643113528,0.047261291450471,40.9230769230769,0,627.230769230769,627.230769230769,1,NA,NA,NA,NA,NA,NA,0,4102.44692307692,0,0,NA,NA,0,0,0,NA,2099.97791276299,320.19675954859,NA,0,NA,NA,NA,NA,0,0,320.19675954859,2099.97791276299,981.969753377679,6.62316588119016,"2022-09-24",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM484CWBEYONDMIXERDIGESTSUPPORT_ROM","CW BEYOND MIXER DIGEST SUPPORT 01OZ","Wet Cat","NPP",1,0,0,"ROM","Target",NA,NA,NA,NA,1.12597809336701,1.05652963179138,0.126929928142132,0.000488461538461538,0.00147615384615385,0.0000238461538461538,0.0912107692307692,1.12120657525843,0.1214005183254,0.108969963815957,37.9230769230769,0,24565.8461538462,19168.2659240739,1,NA,NA,NA,NA,NA,NA,5397.58022977228,16186.2611777781,5024.03574529879,5024.03574529879,NA,NA,0,0,0,NA,17112.1790745817,20047.6372749079,NA,0,NA,NA,NA,NA,NA,NA,20047.6372749079,17112.1790745817,6119.75472976786,1.04927044141925,"2023-04-22",NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITEM484CWBEYONDMIXERDIGESTSUPPORT_ROM","CW BEYOND MIXER DIGEST SUPPORT 01OZ","Wet Cat","NPP",0,0,0,"ROM","Target",NA,NA,NA,NA,1.19242464404706,1.08296028297978,0.0994515049535399,0.000149166666666667,0.00096,0,0.0730191666666667,1.14168945463044,0.115208053275127,0.107973402821325,35,0,14571.9166666667,14348.1348002291,1,NA,NA,NA,NA,NA,NA,223.781866437542,13707.9927752045,231.577224795524,231.577224795524,NA,NA,0,0,0,NA,20921.7090999352,22729.173978525,NA,0,NA,NA,NA,NA,NA,NA,22729.173978525,20921.7090999352,3457.19940016785,1.07642078178807,"2023-03-25",NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
